sample_id,treatment,motu,reads_raw,found_taxa,common_name,site_code,region_name,region_code,decimal_latitude,decimal_longitude,genus,family,order,class,sample,asv,rank,identity_percentage,evalue,kingdom,phylum,freshwater_only,biogeographical_notes,group,fish_base_url,n_dups,motu_pa,location_name,year,extraction_blank,library,sample_collection_date,swell_m,salinity_psu,collection_method,bottom_depth_m,seagrass_presence,seagrass_notes,describe_transect,notes,temperature_c,notes_about_sample,filtration_comments,region_name_label,region_code_label,dna_extraction_date,extraction_notes,pcr_blank
pecoe-0304,Field blank,motu136,10,Rhacochilus toxotes,Rubberlip seaperch,CC_FAN3,BC_CC,BC_CC,52.0534175,-128.40325074999998,Rhacochilus,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0309,Field blank,motu1,2,Cymatogaster aggregata,Shiner perch,IC_GOW,BC_IC,BC_IC,50.08008675,-125.21621525,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0309,Field blank,motu85,446,Balaenoptera physalus,Fin whale,IC_GOW,BC_IC,BC_IC,50.08008675,-125.21621525,Balaenoptera,Balaenopteridae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0309,Field blank,motu85,36109,Balaenoptera physalus,Fin whale,IC_GOW,BC_IC,BC_IC,50.08008675,-125.21621525,Balaenoptera,Balaenopteridae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0309,Field blank,motu85,33372,Balaenoptera physalus,Fin whale,IC_GOW,BC_IC,BC_IC,50.08008675,-125.21621525,Balaenoptera,Balaenopteridae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0355,Field blank,motu1661,16,Unknown bacteria,Bacteria,PS_IC,WA_PS,WA_PSb,48.56302955,-122.935074425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0356,Field blank,motu18,7,No BLAST hit,No BLAST hit,PS_NC,WA_PS,WA_PSb,48.70442085,-123.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0356,Field blank,motu84,90637,Phoxinus,Minnow species,PS_NC,WA_PS,WA_PSb,48.70442085,-123.04,Phoxinus,Cyprinidae,Cypriniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0362,Field blank,motu1,2,Cymatogaster aggregata,Shiner perch,PS_FB,WA_PS,WA_PSb,48.482629825,-123.0742029,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0362,Field blank,motu18,15024,No BLAST hit,No BLAST hit,PS_FB,WA_PS,WA_PSb,48.482629825,-123.0742029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0367,Field blank,motu1,2,Cymatogaster aggregata,Shiner perch,PS_BH,WA_PS,WA_PSb,48.6917997,-122.95277645,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0367,Field blank,motu18,575,No BLAST hit,No BLAST hit,PS_BH,WA_PS,WA_PSb,48.6917997,-122.95277645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0367,Field blank,motu84,82946,Phoxinus,Minnow species,PS_BH,WA_PS,WA_PSb,48.6917997,-122.95277645,Phoxinus,Cyprinidae,Cypriniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0372,Field blank,motu2,3,Leptocottus armatus,Pacific staghorn sculpin,PS_FJ,WA_PS,WA_PSb,48.468704175,-123.002191875,Leptocottus,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0372,Field blank,motu7,54254,Pholis ornata,Saddleback gunnel,PS_FJ,WA_PS,WA_PSb,48.468704175,-123.002191875,Pholis,Pholidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0372,Field blank,motu37,31309,Bos,Cow,PS_FJ,WA_PS,WA_PSb,48.468704175,-123.002191875,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0372,Field blank,motu129,48496,Clupea pallasii,Pacific herring,PS_FJ,WA_PS,WA_PSb,48.468704175,-123.002191875,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0372,Field blank,motu148,27985,Bos,Cow,PS_FJ,WA_PS,WA_PSb,48.468704175,-123.002191875,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu2,4716,Leptocottus armatus,Pacific staghorn sculpin,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Leptocottus,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu1,12896,Cymatogaster aggregata,Shiner perch,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu3,13104,Clupea pallasii,Pacific herring,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu5,276,Gasterosteus aculeatus,Three-spined stickleback,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Gasterosteus,Gasterosteidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu18,310,No BLAST hit,No BLAST hit,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu4,503,Atherinops affinis,Topsmelt silverside,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Atherinopsis,Atherinidae,Atheriniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu7,4432,Pholis ornata,Saddleback gunnel,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Pholis,Pholidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu12,55,Oncorhynchus gorbuscha,Pink salmon,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Oncorhynchus,Salmonidae,Salmoniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu8,328,Paralabrax maculatofasciatus,Spotted sand bass,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Paralabrax,Serranidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu16,74,Platichthys stellatus,Starry flounder,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Platichthys,Pleuronectidae,Pleuronectiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu6,1591,Pholis laeta,Crescent gunnel,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Pholis,Pholidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu20,177,Quietula y-cauda,American shadow goby,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Quietula,Gobiidae,Gobiiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu22,273,Oncorhynchus tshawytscha,Chinook salmon,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Oncorhynchus,Salmonidae,Salmoniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu15,271,Lumpenus sagitta,Snake prickleback,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Lumpenus,Stichaeidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu10,202,Syngnathus californiensis,Bay pipefish,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Syngnathus,Syngnathidae,Syngnathiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu37,13117,Bos,Cow,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu7,553,Pholis ornata,Saddleback gunnel,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Pholis,Pholidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu19,477,Anoplarchus,Cockscomb species,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Anoplarchus,Stichaeidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu27,165,Clevelandia ios,Arrow goby,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Clevelandia,Gobiidae,Gobiiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu14,1974,Myoxocephalus,Myoxocephalus sculpin species,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Myoxocephalus,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu16,2005,Platichthys stellatus,Starry flounder,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Platichthys,Pleuronectidae,Pleuronectiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu13,1416,Oligocottus,Oligocottus sculpin species,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Oligocottus,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu21,290,Ammodytes personatus,Pacific sandlance,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Ammodytes,Ammodytidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu9,610,Engraulis mordax,Californian anchovy,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Engraulis,Engraulidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu66,6187,Bos,Cow,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu25,482,Enophrys bison,Buffalo sculpin,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Enophrys,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu29,49,Sebastes,Rockfish species,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Sebastes,Sebastidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu41,15,Acanthogobius flavimanus,Yellowfin goby,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Acanthogobius,Gobiidae,Gobiiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu16,105,Platichthys stellatus,Starry flounder,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Platichthys,Pleuronectidae,Pleuronectiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu42,66,Hexagrammos,Greenling species,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Hexagrammos,Hexagrammidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu30,209,Artedius fenestralis,Padded sculpin,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Artedius,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu5,226,Gasterosteus aculeatus,Three-spined stickleback,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Gasterosteus,Gasterosteidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu26,253,Embiotoca jacksoni,Black perch,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Embiotoca,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu33,186,Xiphister,Prickleback species,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Xiphister,Stichaeidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu49,35,Anchoa delicatissima,Slough anchovy,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Anchoa,Engraulidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu66,3732,Bos,Cow,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu3,112,Clupea pallasii,Pacific herring,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu31,344,Hexagrammos decagrammus,Kelp greenling,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Hexagrammos,Hexagrammidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu24,282,Sebastes,Rockfish species,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Sebastes,Sebastidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu47,56,Thunnus alalunga,Albacore,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Thunnus,Scombridae,Scombriformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu2,136,Leptocottus armatus,Pacific staghorn sculpin,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Leptocottus,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu57,120,Brachyistius frenatus,Kelp perch,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Brachyistius,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu35,371,Phanerodon vacca,Pile perch,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Phanerodon,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu77,57,Paralichthys californicus,California halibut,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Paralichthys,Paralichthyidae,Pleuronectiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu27,108,Clevelandia ios,Arrow goby,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Clevelandia,Gobiidae,Gobiiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu64,202,Lepidogobius lepidus,Bay goby,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Lepidogobius,Gobiidae,Gobiiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu85,109,Balaenoptera physalus,Fin whale,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Balaenoptera,Balaenopteridae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu39,20,Brachygenys californiensis,Californian salema,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Brachygenys,Haemulidae,Eupercaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu1,110,Cymatogaster aggregata,Shiner perch,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu81,48,Ophiodon elongatus,Lingcod,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Ophiodon,Hexagrammidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu103,13,Salmo salar,Atlantic salmon,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Salmo,Salmonidae,Salmoniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0378,Field blank,motu7,185,Pholis ornata,Saddleback gunnel,CB_BV,OR_CB,OR_CB,43.35965,-124.316933,Pholis,Pholidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
