found_taxa,common_name,rank,motu,asv,found_taxa_asv,common_name_asv,rank_asv,identity_percentage,evalue,kingdom,phylum,class,order,family,genus,freshwater_only
Apodichthys flavidus,Penpoint gunnel,species,motu40,ASV2606,Apodichthys flavidus,Penpoint gunnel,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0
Apodichthys flavidus,Penpoint gunnel,species,motu40,ASV3113,Apodichthys flavidus,Penpoint gunnel,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0
Apodichthys flavidus,Penpoint gunnel,species,motu40,ASV3153,Apodichthys flavidus,Penpoint gunnel,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0
Apodichthys flavidus,Penpoint gunnel,species,motu40,ASV3929,Apodichthys flavidus,Penpoint gunnel,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0
Apodichthys flavidus,Penpoint gunnel,species,motu40,ASV228,Apodichthys flavidus,Penpoint gunnel,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0
Apodichthys flavidus,Penpoint gunnel,species,motu40,ASV308,Apodichthys flavidus,Penpoint gunnel,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0
Apodichthys flavidus,Penpoint gunnel,species,motu40,ASV43,Apodichthys flavidus,Penpoint gunnel,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0
Apodichthys flavidus,Penpoint gunnel,species,motu107,ASV151,Apodichthys flavidus,Penpoint gunnel,species,97.024,5.69e-76,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0
Apodichthys flavidus,Penpoint gunnel,species,motu107,ASV613,Apodichthys flavidus,Penpoint gunnel,species,97.619,1.22e-77,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0
Apodichthys flavidus,Penpoint gunnel,species,motu107,ASV2360,Apodichthys flavidus,Penpoint gunnel,species,97.619,1.22e-77,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0
Apodichthys flavidus,Penpoint gunnel,species,motu107,ASV2735,Apodichthys flavidus,Penpoint gunnel,species,96.429,2.65e-74,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0
Apodichthys flavidus,Penpoint gunnel,species,motu107,ASV3514,Apodichthys flavidus,Penpoint gunnel,species,97.024,5.69e-76,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0
Apodichthys flavidus,Penpoint gunnel,species,motu107,ASV151,Apodichthys flavidus,Penpoint gunnel,species,97.024,5.69e-76,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0
Apodichthys flavidus,Penpoint gunnel,species,motu1047,ASV2924,Apodichthys flavidus,Penpoint gunnel,species,96.296,5.73e-71,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0
Apodichthys flavidus,Penpoint gunnel,species,motu1616,ASV4104,Apodichthys flavidus,Penpoint gunnel,species,98.214,2.6300000000000003e-79,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0
Argis dentata,Marine crustacean,offtarget,motu2060,ASV4739,Argis dentata,Marine crustacean,offtarget,99.12,4.189999999999999e-175,Eukaryota,Arthropoda,Malacostraca,Decapoda,Crangonidae,Argis,NA
Artedius,Artedius sculpin species,genus,motu1610,ASV4094,Artedius,Artedius sculpin species,genus,95.349,1.25e-72,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius fenestralis,Padded sculpin,species,motu31,ASV33,Artedius fenestralis,Padded sculpin,species,100,1.6e-86,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius fenestralis,Padded sculpin,species,motu31,ASV307,Artedius fenestralis,Padded sculpin,species,99.419,7.46e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius fenestralis,Padded sculpin,species,motu31,ASV868,Artedius fenestralis,Padded sculpin,species,99.419,7.46e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius fenestralis,Padded sculpin,species,motu31,ASV1166,Artedius fenestralis,Padded sculpin,species,99.419,7.46e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius fenestralis,Padded sculpin,species,motu31,ASV1192,Artedius fenestralis,Padded sculpin,species,99.419,7.46e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius fenestralis,Padded sculpin,species,motu31,ASV1967,Artedius fenestralis,Padded sculpin,species,99.419,7.46e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius fenestralis,Padded sculpin,species,motu31,ASV2209,Artedius fenestralis,Padded sculpin,species,99.419,7.46e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius fenestralis,Padded sculpin,species,motu31,ASV2242,Artedius fenestralis,Padded sculpin,species,99.419,7.46e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius fenestralis,Padded sculpin,species,motu31,ASV2384,Artedius fenestralis,Padded sculpin,species,99.419,7.46e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius fenestralis,Padded sculpin,species,motu31,ASV2399,Artedius fenestralis,Padded sculpin,species,99.419,7.46e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius fenestralis,Padded sculpin,species,motu31,ASV2940,Artedius fenestralis,Padded sculpin,species,99.419,7.46e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius fenestralis,Padded sculpin,species,motu31,ASV3192,Artedius fenestralis,Padded sculpin,species,99.419,7.46e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius fenestralis,Padded sculpin,species,motu31,ASV4172,Artedius fenestralis,Padded sculpin,species,99.419,7.46e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius fenestralis,Padded sculpin,species,motu31,ASV33,Artedius fenestralis,Padded sculpin,species,100,1.6e-86,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius harringtoni,Scalyhead sculpin,species,motu65,ASV73,Artedius harringtoni,Scalyhead sculpin,species,100,5.7300000000000005e-86,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius harringtoni,Scalyhead sculpin,species,motu65,ASV639,Artedius harringtoni,Scalyhead sculpin,species,99.415,2.66e-84,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius harringtoni,Scalyhead sculpin,species,motu65,ASV927,Artedius harringtoni,Scalyhead sculpin,species,99.415,2.66e-84,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius harringtoni,Scalyhead sculpin,species,motu65,ASV1142,Artedius harringtoni,Scalyhead sculpin,species,99.415,2.66e-84,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius harringtoni,Scalyhead sculpin,species,motu65,ASV1396,Artedius harringtoni,Scalyhead sculpin,species,99.415,2.66e-84,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius harringtoni,Scalyhead sculpin,species,motu65,ASV1423,Artedius harringtoni,Scalyhead sculpin,species,99.415,2.66e-84,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius harringtoni,Scalyhead sculpin,species,motu65,ASV2033,Artedius harringtoni,Scalyhead sculpin,species,99.415,2.66e-84,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius harringtoni,Scalyhead sculpin,species,motu65,ASV2992,Artedius harringtoni,Scalyhead sculpin,species,99.415,2.66e-84,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius harringtoni,Scalyhead sculpin,species,motu65,ASV4366,Artedius harringtoni,Scalyhead sculpin,species,99.415,2.66e-84,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius harringtoni,Scalyhead sculpin,species,motu65,ASV73,Artedius harringtoni,Scalyhead sculpin,species,100,5.7300000000000005e-86,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius lateralis,Smoothhead sculpin,species,motu46,ASV50,Artedius lateralis,Smoothhead sculpin,species,99.415,2.66e-84,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius lateralis,Smoothhead sculpin,species,motu46,ASV213,Artedius lateralis,Smoothhead sculpin,species,98.83,1.24e-82,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius lateralis,Smoothhead sculpin,species,motu46,ASV384,Artedius lateralis,Smoothhead sculpin,species,98.83,1.24e-82,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius lateralis,Smoothhead sculpin,species,motu46,ASV503,Artedius lateralis,Smoothhead sculpin,species,98.83,1.24e-82,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius lateralis,Smoothhead sculpin,species,motu46,ASV2312,Artedius lateralis,Smoothhead sculpin,species,98.83,1.24e-82,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius lateralis,Smoothhead sculpin,species,motu46,ASV3287,Artedius lateralis,Smoothhead sculpin,species,98.83,1.24e-82,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius lateralis,Smoothhead sculpin,species,motu46,ASV328,Artedius lateralis,Smoothhead sculpin,species,98.246,5.769999999999999e-81,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius lateralis,Smoothhead sculpin,species,motu46,ASV939,Artedius lateralis,Smoothhead sculpin,species,98.246,5.769999999999999e-81,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius lateralis,Smoothhead sculpin,species,motu46,ASV3020,Artedius lateralis,Smoothhead sculpin,species,98.246,5.769999999999999e-81,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius lateralis,Smoothhead sculpin,species,motu46,ASV3238,Artedius lateralis,Smoothhead sculpin,species,98.246,5.769999999999999e-81,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius lateralis,Smoothhead sculpin,species,motu46,ASV3585,Artedius lateralis,Smoothhead sculpin,species,98.246,5.769999999999999e-81,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius lateralis,Smoothhead sculpin,species,motu46,ASV50,Artedius lateralis,Smoothhead sculpin,species,99.415,2.66e-84,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius lateralis,Smoothhead sculpin,species,motu947,ASV2678,Artedius lateralis,Smoothhead sculpin,species,99.405,1.24e-82,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius notospilotus,Bonehead sculpin,species,motu526,ASV1463,Artedius notospilotus,Bonehead sculpin,species,100,5.7300000000000005e-86,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Ascelichthys rhodorus,Rosylip sculpin,species,motu67,ASV78,Ascelichthys rhodorus,Rosylip sculpin,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Ascelichthys,0
Ascelichthys rhodorus,Rosylip sculpin,species,motu67,ASV2010,Ascelichthys rhodorus,Rosylip sculpin,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Ascelichthys,0
Ascelichthys rhodorus,Rosylip sculpin,species,motu67,ASV3114,Ascelichthys rhodorus,Rosylip sculpin,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Ascelichthys,0
Ascelichthys rhodorus,Rosylip sculpin,species,motu67,ASV78,Ascelichthys rhodorus,Rosylip sculpin,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Ascelichthys,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV4,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV157,Atherinopsis,Atherinopsis silverside species,genus,95.238,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV170,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV185,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV192,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV201,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV220,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV224,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV377,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV439,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV445,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV460,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV487,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV508,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV610,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV623,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV674,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV695,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV900,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV1068,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV1075,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV1240,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV1408,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV1419,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV1628,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV1800,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV1853,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV2111,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV2410,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV2416,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV2594,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV2633,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV3294,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV3997,Atherinopsis,Atherinopsis silverside species,genus,95.266,5.73e-71,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV3042,Atherinopsis,Atherinopsis silverside species,genus,94.675,2.6699999999999997e-69,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV3513,Atherinopsis,Atherinopsis silverside species,genus,95.21,7.41e-70,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV4527,Atherinopsis,Atherinopsis silverside species,genus,94.675,2.6699999999999997e-69,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis californiensis,Jack silverside,species,motu4,ASV4,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis,Atherinopsis silverside species,genus,motu379,ASV988,Atherinopsis,Atherinopsis silverside species,genus,95.858,4.3999999999999995e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis,Atherinopsis silverside species,genus,motu804,ASV2264,Atherinopsis,Atherinopsis silverside species,genus,94.675,2.6699999999999997e-69,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis,Atherinopsis silverside species,genus,motu1303,ASV3518,Atherinopsis,Atherinopsis silverside species,genus,95.238,2.06e-70,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis,Atherinopsis silverside species,genus,motu1466,ASV3839,Atherinopsis,Atherinopsis silverside species,genus,94.083,1.24e-67,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis,Atherinopsis silverside species,genus,motu1535,ASV3973,Atherinopsis,Atherinopsis silverside species,genus,95.238,2.06e-70,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis,Atherinopsis silverside species,genus,motu1629,ASV4120,Atherinopsis,Atherinopsis silverside species,genus,94.675,2.6699999999999997e-69,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis,Atherinopsis silverside species,genus,motu1686,ASV4202,Atherinopsis,Atherinopsis silverside species,genus,95.238,2.06e-70,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis,Atherinopsis silverside species,genus,motu1881,ASV4492,Atherinopsis,Atherinopsis silverside species,genus,94.675,2.6699999999999997e-69,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis,Atherinopsis silverside species,genus,motu1914,ASV4547,Atherinopsis,Atherinopsis silverside species,genus,94.675,2.6699999999999997e-69,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
Atherinopsis,Atherinopsis silverside species,genus,motu2307,ASV5008,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.6399999999999998e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
