sample_id,treatment,motu,reads_raw,found_taxa,common_name,site_code,region_name,region_code,decimal_latitude,decimal_longitude,genus,family,order,class,asv,rank,found_taxa_asv,common_name_asv,rank_asv,identity_percentage,evalue,kingdom,phylum,freshwater_only,motu_pa,sample_collection_date,collection_time,filter_time,extraction_blank,volume_filtered,year,sample_notes,location_name,personnel,swell_m,salinity_psu,temperature_c,collection_method,bottom_depth_m,seagrass_presence,seagrass_notes,describe_transect,notes,region_name_label,region_code_label,seq_method,sample_box,pcr_blank
pecoe-0195,Field blank,motu38,1257,Cottus,Cottus sculpin species,JN_AN,AK_JN,AK_JN,58.38105625,-134.692431,Cottus,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0195,Field blank,motu158,634,Bacillariophyta,Diatom,JN_AN,AK_JN,AK_JN,58.38105625,-134.692431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0196,Field blank,motu61,66,No BLAST hit,No BLAST hit,JN_EC,AK_JN,AK_JN,58.66285,-134.915917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0196,Field blank,motu1636,114,No BLAST hit,No BLAST hit,JN_EC,AK_JN,AK_JN,58.66285,-134.915917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0196,Field blank,motu2086,23,No BLAST hit,No BLAST hit,JN_EC,AK_JN,AK_JN,58.66285,-134.915917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0205,Field blank,motu1,42,Cymatogaster aggregata,Shiner perch,JN_BC,AK_JN,AK_JN,58.385583,-134.649183,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0210,Field blank,motu3,5265,Clupea pallasii,Pacific herring,SE_GK,AK_SE,AK_SE,55.740587,-133.311905,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0210,Field blank,motu61,5537,No BLAST hit,No BLAST hit,SE_GK,AK_SE,AK_SE,55.740587,-133.311905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0210,Field blank,motu51,27923,Thunnus alalunga,Albacore,SE_GK,AK_SE,AK_SE,55.740587,-133.311905,Thunnus,Scombridae,Scombriformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0210,Field blank,motu78,3851,Salmo salar,Atlantic salmon,SE_GK,AK_SE,AK_SE,55.740587,-133.311905,Salmo,Salmonidae,Salmoniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0210,Field blank,motu83,8,Sus scrofa,Pig,SE_GK,AK_SE,AK_SE,55.740587,-133.311905,Sus,Suidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0210,Field blank,motu51,1660,Thunnus alalunga,Albacore,SE_GK,AK_SE,AK_SE,55.740587,-133.311905,Thunnus,Scombridae,Scombriformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0210,Field blank,motu471,1563,Salmo salar,Atlantic salmon,SE_GK,AK_SE,AK_SE,55.740587,-133.311905,Salmo,Salmonidae,Salmoniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0210,Field blank,motu471,804,Salmo salar,Atlantic salmon,SE_GK,AK_SE,AK_SE,55.740587,-133.311905,Salmo,Salmonidae,Salmoniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0210,Field blank,motu61,582,No BLAST hit,No BLAST hit,SE_GK,AK_SE,AK_SE,55.740587,-133.311905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2021-001,Extraction blank,motu1,25,Cymatogaster aggregata,Shiner perch,NA,NA,NA,NA,NA,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2021-002,Extraction blank,motu1,32,Cymatogaster aggregata,Shiner perch,NA,NA,NA,NA,NA,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2021-003,Extraction blank,motu1,68,Cymatogaster aggregata,Shiner perch,NA,NA,NA,NA,NA,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2021-005a,Extraction blank,motu1,13,Cymatogaster aggregata,Shiner perch,NA,NA,NA,NA,NA,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2021-005a,Extraction blank,motu28,90,Hexagrammos decagrammus,Kelp greenling,NA,NA,NA,NA,NA,Hexagrammos,Hexagrammidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2021-005b,Extraction blank,motu1,10,Cymatogaster aggregata,Shiner perch,NA,NA,NA,NA,NA,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2021-005b,Extraction blank,motu83,111,Sus scrofa,Pig,NA,NA,NA,NA,NA,Sus,Suidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2021-006,Extraction blank,motu1,20,Cymatogaster aggregata,Shiner perch,NA,NA,NA,NA,NA,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2021-007,Extraction blank,motu1,16,Cymatogaster aggregata,Shiner perch,NA,NA,NA,NA,NA,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2021-007,Extraction blank,motu11,80,Oncorhynchus,Salmon species,NA,NA,NA,NA,NA,Oncorhynchus,Salmonidae,Salmoniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2021-008,Extraction blank,motu1,25,Cymatogaster aggregata,Shiner perch,NA,NA,NA,NA,NA,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2021-009,Extraction blank,motu1,40,Cymatogaster aggregata,Shiner perch,NA,NA,NA,NA,NA,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2021-009,Extraction blank,motu15,467,Oncorhynchus gorbuscha,Pink salmon,NA,NA,NA,NA,NA,Oncorhynchus,Salmonidae,Salmoniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2021-009,Extraction blank,motu61,862,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2021-010,Extraction blank,motu1,42,Cymatogaster aggregata,Shiner perch,NA,NA,NA,NA,NA,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0215,Field blank,motu1,11,Cymatogaster aggregata,Shiner perch,WB_PA,WA_WB,WA_WB,46.49511,-124.02628,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0215,Field blank,motu15,36452,Oncorhynchus gorbuscha,Pink salmon,WB_PA,WA_WB,WA_WB,46.49511,-124.02628,Oncorhynchus,Salmonidae,Salmoniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0215,Field blank,motu374,557,Bacteria,Bacteria,WB_PA,WA_WB,WA_WB,46.49511,-124.02628,Ralstonia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0215,Field blank,motu914,400,Roseateles,Bacteria,WB_PA,WA_WB,WA_WB,46.49511,-124.02628,Roseateles,Sphaerotilaceae,Burkholderiales,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0215,Field blank,motu15,172,Oncorhynchus gorbuscha,Pink salmon,WB_PA,WA_WB,WA_WB,46.49511,-124.02628,Oncorhynchus,Salmonidae,Salmoniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0215,Field blank,motu1388,171,No BLAST hit,No BLAST hit,WB_PA,WA_WB,WA_WB,46.49511,-124.02628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0216,Field blank,motu1,14,Cymatogaster aggregata,Shiner perch,PS_BV,WA_PS,WA_PSa,48.485864,-122.480626,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0216,Field blank,motu15,1025,Oncorhynchus gorbuscha,Pink salmon,PS_BV,WA_PS,WA_PSa,48.485864,-122.480626,Oncorhynchus,Salmonidae,Salmoniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0221,Field blank,motu1,4,Cymatogaster aggregata,Shiner perch,PS_SH,WA_PS,WA_PSa,48.505432,-122.67002599999999,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0221,Field blank,motu15,26854,Oncorhynchus gorbuscha,Pink salmon,PS_SH,WA_PS,WA_PSa,48.505432,-122.67002599999999,Oncorhynchus,Salmonidae,Salmoniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0221,Field blank,motu15,304,Oncorhynchus gorbuscha,Pink salmon,PS_SH,WA_PS,WA_PSa,48.505432,-122.67002599999999,Oncorhynchus,Salmonidae,Salmoniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0226,Field blank,motu61,17,No BLAST hit,No BLAST hit,LA_JD,CA_LA,CA_LA,33.76166,-118.12036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0231,Field blank,motu3,76,Clupea pallasii,Pacific herring,LA_LN,CA_LA,CA_LA,33.60218,-117.88266,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0231,Field blank,motu11,135,Oncorhynchus,Salmon species,LA_LN,CA_LA,CA_LA,33.60218,-117.88266,Oncorhynchus,Salmonidae,Salmoniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0231,Field blank,motu1607,118,No BLAST hit,No BLAST hit,LA_LN,CA_LA,CA_LA,33.60218,-117.88266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0231,Field blank,motu2064,26,Unknown bacteria,Bacteria,LA_LN,CA_LA,CA_LA,33.60218,-117.88266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0236,Field blank,motu15,28626,Oncorhynchus gorbuscha,Pink salmon,LA_UN,CA_LA,CA_LA,33.62125,-117.89889,Oncorhynchus,Salmonidae,Salmoniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0236,Field blank,motu61,4606,No BLAST hit,No BLAST hit,LA_UN,CA_LA,CA_LA,33.62125,-117.89889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0241,Field blank,motu4,8,Atherinopsis californiensis,Jack silverside,LA_MS,CA_LA,CA_LA,33.768,-118.12841,Atherinopsis,Atherinidae,Atheriniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0241,Field blank,motu2100,21,Unknown organism,Unknown organism,LA_MS,CA_LA,CA_LA,33.768,-118.12841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0284,Field blank,motu8,305,Engraulis mordax,Californian anchovy,CC_CHP,BC_CC,BC_CC,51.67622,-128.1234,Engraulis,Engraulidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0284,Field blank,motu2340,3,Cyanobacteria,Cyanobacteria,CC_CHP,BC_CC,BC_CC,51.67622,-128.1234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0286,Field blank,motu1,12,Cymatogaster aggregata,Shiner perch,CC_PBA,BC_CC,BC_CC,51.64644,-128.11897,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0286,Field blank,motu1819,74,No BLAST hit,No BLAST hit,CC_PBA,BC_CC,BC_CC,51.64644,-128.11897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0294,Field blank,motu1,32,Cymatogaster aggregata,Shiner perch,CC_KIS2,BC_CC,BC_CC,51.8367,-128.2393,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0294,Field blank,motu3,9,Clupea pallasii,Pacific herring,CC_KIS2,BC_CC,BC_CC,51.8367,-128.2393,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0294,Field blank,motu15,20301,Oncorhynchus gorbuscha,Pink salmon,CC_KIS2,BC_CC,BC_CC,51.8367,-128.2393,Oncorhynchus,Salmonidae,Salmoniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0296,Field blank,motu3,7983,Clupea pallasii,Pacific herring,CC_GOG1,BC_CC,BC_CC,51.92408,-128.46883,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0296,Field blank,motu61,7423,No BLAST hit,No BLAST hit,CC_GOG1,BC_CC,BC_CC,51.92408,-128.46883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0296,Field blank,motu48,5,Acanthogobius flavimanus,Yellowfin goby,CC_GOG1,BC_CC,BC_CC,51.92408,-128.46883,Acanthogobius,Gobiidae,Gobiiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0296,Field blank,motu1,5611,Cymatogaster aggregata,Shiner perch,CC_GOG1,BC_CC,BC_CC,51.92408,-128.46883,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0296,Field blank,motu1,5127,Cymatogaster aggregata,Shiner perch,CC_GOG1,BC_CC,BC_CC,51.92408,-128.46883,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0296,Field blank,motu3,431,Clupea pallasii,Pacific herring,CC_GOG1,BC_CC,BC_CC,51.92408,-128.46883,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0296,Field blank,motu1,724,Cymatogaster aggregata,Shiner perch,CC_GOG1,BC_CC,BC_CC,51.92408,-128.46883,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0296,Field blank,motu1,488,Cymatogaster aggregata,Shiner perch,CC_GOG1,BC_CC,BC_CC,51.92408,-128.46883,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0296,Field blank,motu11,439,Oncorhynchus,Salmon species,CC_GOG1,BC_CC,BC_CC,51.92408,-128.46883,Oncorhynchus,Salmonidae,Salmoniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0296,Field blank,motu61,421,No BLAST hit,No BLAST hit,CC_GOG1,BC_CC,BC_CC,51.92408,-128.46883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0296,Field blank,motu1,257,Cymatogaster aggregata,Shiner perch,CC_GOG1,BC_CC,BC_CC,51.92408,-128.46883,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0296,Field blank,motu11,204,Oncorhynchus,Salmon species,CC_GOG1,BC_CC,BC_CC,51.92408,-128.46883,Oncorhynchus,Salmonidae,Salmoniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0296,Field blank,motu1874,63,Nitrincola,Bacteria,CC_GOG1,BC_CC,BC_CC,51.92408,-128.46883,Nitrincola,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0304,Field blank,motu61,3339,No BLAST hit,No BLAST hit,CC_FAN3,BC_CC,BC_CC,52.05342,-128.40335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
