motu,asv,found_taxa,common_name,rank,identity_percentage,evalue,kingdom,phylum,class,order,family,genus,freshwater_only
motu46,ASV3585,Artedius lateralis,Smoothhead sculpin,species,99.415,2.66e-84,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
motu947,ASV2678,Artedius lateralis,Smoothhead sculpin,species,99.405,1.24e-82,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
motu526,ASV1463,Artedius notospilotus,Bonehead sculpin,species,100,5.7300000000000005e-86,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
motu67,ASV78,Ascelichthys rhodorus,Rosylip sculpin,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Ascelichthys,0
motu67,ASV2010,Ascelichthys rhodorus,Rosylip sculpin,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Ascelichthys,0
motu67,ASV3114,Ascelichthys rhodorus,Rosylip sculpin,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Ascelichthys,0
motu4,ASV4,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV157,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV170,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV185,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV192,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV201,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV220,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV224,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV377,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV439,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV445,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV460,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV487,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV508,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV610,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV623,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV674,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV695,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV900,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV1068,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV1075,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV1240,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV1408,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV1419,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV1628,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV1800,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV1853,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV2111,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV2410,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV2416,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV2594,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV2633,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV2771,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV3294,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV3997,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV3042,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV3513,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu4,ASV4527,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.2299999999999999e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu379,ASV988,Atherinopsis,Atherinopsis silverside species,genus,95.858,4.3999999999999995e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu804,ASV2264,Atherinopsis,Atherinopsis silverside species,genus,94.675,2.6699999999999997e-69,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu1303,ASV3518,Atherinopsis,Atherinopsis silverside species,genus,95.238,2.06e-70,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu1466,ASV3839,Atherinopsis,Atherinopsis silverside species,genus,94.083,1.24e-67,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu1535,ASV3973,Atherinopsis,Atherinopsis silverside species,genus,95.238,2.06e-70,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu1629,ASV4120,Atherinopsis,Atherinopsis silverside species,genus,94.675,2.6699999999999997e-69,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu1686,ASV4202,Atherinopsis,Atherinopsis silverside species,genus,95.238,2.06e-70,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu1881,ASV4492,Atherinopsis,Atherinopsis silverside species,genus,94.675,2.6699999999999997e-69,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu1914,ASV4547,Atherinopsis,Atherinopsis silverside species,genus,94.675,2.6699999999999997e-69,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu2307,ASV5008,Atherinopsis,Atherinopsis silverside species,genus,95.858,1.6399999999999998e-72,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu53,ASV58,Atherinopsis californiensis,Jack silverside,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu53,ASV1029,Atherinopsis californiensis,Jack silverside,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu53,ASV1566,Atherinopsis californiensis,Jack silverside,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu53,ASV2017,Atherinopsis californiensis,Jack silverside,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu53,ASV2773,Atherinopsis californiensis,Jack silverside,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu53,ASV3378,Atherinopsis californiensis,Jack silverside,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu53,ASV3750,Atherinopsis californiensis,Jack silverside,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu813,ASV2289,Atherinopsis californiensis,Jack silverside,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu1442,ASV3788,Atherinopsis californiensis,Jack silverside,species,99.401,4.3699999999999996e-82,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu1505,ASV3912,Atherinopsis californiensis,Jack silverside,species,97.024,5.69e-76,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu1746,ASV4295,Atherinopsis californiensis,Jack silverside,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0
motu153,ASV296,Atractoscion nobilis,White seabass,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Atractoscion,0
motu50,ASV54,Aulorhynchus flavidus,Tube-snout,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Aulorhynchidae,Aulorhynchus,0
motu50,ASV225,Aulorhynchus flavidus,Tube-snout,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Aulorhynchidae,Aulorhynchus,0
motu50,ASV558,Aulorhynchus flavidus,Tube-snout,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Aulorhynchidae,Aulorhynchus,0
motu50,ASV1503,Aulorhynchus flavidus,Tube-snout,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Aulorhynchidae,Aulorhynchus,0
motu50,ASV1615,Aulorhynchus flavidus,Tube-snout,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Aulorhynchidae,Aulorhynchus,0
motu50,ASV2367,Aulorhynchus flavidus,Tube-snout,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Aulorhynchidae,Aulorhynchus,0
motu50,ASV2652,Aulorhynchus flavidus,Tube-snout,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Aulorhynchidae,Aulorhynchus,0
motu50,ASV2923,Aulorhynchus flavidus,Tube-snout,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Aulorhynchidae,Aulorhynchus,0
motu50,ASV4062,Aulorhynchus flavidus,Tube-snout,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Aulorhynchidae,Aulorhynchus,0
motu50,ASV909,Aulorhynchus flavidus,Tube-snout,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Aulorhynchidae,Aulorhynchus,0
motu895,ASV2541,Aulorhynchus flavidus,Tube-snout,species,98.225,7.36e-80,Eukaryota,Chordata,Teleostei,Perciformes,Aulorhynchidae,Aulorhynchus,0
motu931,ASV2637,Aulorhynchus flavidus,Tube-snout,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Aulorhynchidae,Aulorhynchus,0
motu997,ASV2805,Aulorhynchus flavidus,Tube-snout,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Aulorhynchidae,Aulorhynchus,0
motu1079,ASV3009,Aulorhynchus flavidus,Tube-snout,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Aulorhynchidae,Aulorhynchus,0
motu1214,ASV3323,Aulorhynchus flavidus,Tube-snout,species,98.225,7.36e-80,Eukaryota,Chordata,Teleostei,Perciformes,Aulorhynchidae,Aulorhynchus,0
motu221,ASV496,Aureoumbra,Other algae,offtarget,94.071,2.4e-106,Eukaryota,NA,Pelagophyceae,Pelagomonadales,NA,Aureoumbra,NA
motu221,ASV2900,Aureoumbra,Other algae,offtarget,94.071,2.4e-106,Eukaryota,NA,Pelagophyceae,Pelagomonadales,NA,Aureoumbra,NA
motu345,ASV895,Auxis rochei,Bullet tuna,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Scombriformes,Scombridae,Auxis,0
motu703,ASV1976,Bacillariophyceae,Diatom,offtarget,100,2.31e-131,Eukaryota,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
motu703,ASV3342,Bacillariophyceae,Diatom,offtarget,100,2.31e-131,Eukaryota,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
motu786,ASV2201,Bacillariophyceae,Diatom,offtarget,100,5.04e-133,Eukaryota,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
motu1048,ASV2927,Bacillariophyceae,Diatom,offtarget,99.209,5.01e-128,Eukaryota,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
motu108,ASV152,Bacillariophyta,Diatom,offtarget,98.419,1.08e-124,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA
motu108,ASV2273,Bacillariophyta,Diatom,offtarget,98.419,1.08e-124,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA
motu131,ASV235,Bacillariophyta,Diatom,offtarget,100,2.31e-131,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA
motu158,ASV310,Bacillariophyta,Diatom,offtarget,99.605,1.0799999999999998e-129,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA
motu158,ASV2049,Bacillariophyta,Diatom,offtarget,99.605,1.0799999999999998e-129,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA
motu158,ASV3376,Bacillariophyta,Diatom,offtarget,99.605,1.0799999999999998e-129,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA
motu180,ASV376,Bacillariophyta,Diatom,offtarget,100,2.31e-131,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,NA
motu180,ASV3638,Bacillariophyta,Diatom,offtarget,100,2.31e-131,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,NA
motu196,ASV415,Bacillariophyta,Diatom,offtarget,100,2.31e-131,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA
motu196,ASV1031,Bacillariophyta,Diatom,offtarget,100,2.31e-131,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA
motu242,ASV569,Bacillariophyta,Diatom,offtarget,98.438,2.36e-126,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA
motu290,ASV734,Bacillariophyta,Diatom,offtarget,99.209,5.01e-128,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA
motu353,ASV920,Bacillariophyta,Diatom,offtarget,98.814,2.3299999999999998e-126,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA
motu363,ASV941,Bacillariophyta,Diatom,offtarget,99.605,1.0799999999999998e-129,Eukaryota,Bacillariophyta,Mediophyceae,Hemiaulales,Hemiaulaceae,Eucampia,NA
motu363,ASV4205,Bacillariophyta,Diatom,offtarget,99.605,1.0799999999999998e-129,Eukaryota,Bacillariophyta,Mediophyceae,Hemiaulales,Hemiaulaceae,Eucampia,NA
motu390,ASV1017,Bacillariophyta,Diatom,offtarget,98.814,2.3299999999999998e-126,Eukaryota,Bacillariophyta,Mediophyceae,Hemiaulales,Hemiaulaceae,Eucampia,NA
motu534,ASV1486,Bacillariophyta,Diatom,offtarget,100,6.48e-127,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA
motu534,ASV4019,Bacillariophyta,Diatom,offtarget,100,6.48e-127,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA
motu559,ASV1569,Bacillariophyta,Diatom,offtarget,98.419,1.08e-124,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,NA,NA
motu567,ASV1597,Bacillariophyta,Diatom,offtarget,99.609,2.35e-131,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA
motu634,ASV1777,Bacillariophyta,Diatom,offtarget,100,5.04e-133,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,NA
motu666,ASV1872,Bacillariophyta,Diatom,offtarget,99.209,5.01e-128,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,NA
motu680,ASV1918,Bacillariophyta,Diatom,offtarget,98.814,2.3299999999999998e-126,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,NA,NA
motu772,ASV2149,Bacillariophyta,Diatom,offtarget,98.814,2.3299999999999998e-126,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA
motu772,ASV3612,Bacillariophyta,Diatom,offtarget,98.814,2.3299999999999998e-126,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA
motu772,ASV3914,Bacillariophyta,Diatom,offtarget,98.814,2.3299999999999998e-126,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA
motu798,ASV2239,Bacillariophyta,Diatom,offtarget,100,5.04e-133,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA
motu798,ASV3649,Bacillariophyta,Diatom,offtarget,100,5.04e-133,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA
motu827,ASV2330,Bacillariophyta,Diatom,offtarget,100,6.48e-127,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA
motu1006,ASV2836,Bacillariophyta,Diatom,offtarget,99.209,5.01e-128,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,NA
motu1025,ASV2880,Bacillariophyta,Diatom,offtarget,100,2.31e-131,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,NA
motu1029,ASV2891,Bacillariophyta,Diatom,offtarget,100,5.04e-133,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA
motu1426,ASV3751,Bacillariophyta,Diatom,offtarget,100,5.04e-133,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,NA
motu1447,ASV3797,Bacillariophyta,Diatom,offtarget,99.609,2.35e-131,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA
motu1727,ASV4261,Bacillariophyta,Diatom,offtarget,100,2.31e-131,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra,NA
motu1733,ASV4275,Bacillariophyta,Diatom,offtarget,98.828,5.079999999999999e-128,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,NA,NA
motu1733,ASV4429,Bacillariophyta,Diatom,offtarget,98.828,5.079999999999999e-128,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,NA,NA
motu1742,ASV4291,Bacillariophyta,Diatom,offtarget,100,2.31e-131,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,NA
motu1816,ASV4400,Bacillariophyta,Diatom,offtarget,100,6.57e-127,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA
motu1889,ASV4508,Bacillariophyta,Diatom,offtarget,99.605,1.0799999999999998e-129,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA
motu1912,ASV4545,Bacillariophyta,Diatom,offtarget,98.828,5.079999999999999e-128,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA
motu1966,ASV4621,Bacillariophyta,Diatom,offtarget,100,6.57e-127,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA
motu1987,ASV4650,Bacillariophyta,Diatom,offtarget,100,5.04e-133,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,NA
motu1989,ASV4652,Bacillariophyta,Diatom,offtarget,99.219,1.0899999999999998e-129,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA
motu2013,ASV4680,Bacillariophyta,Diatom,offtarget,100,5.04e-133,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA
motu2092,ASV4774,Bacillariophyta,Diatom,offtarget,98.425,3.0599999999999996e-125,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA
motu106,ASV150,Bacteria,Bacteria,offtarget,95.956,1.56e-123,Bacteria,NA,NA,NA,NA,NA,NA
motu173,ASV361,Bacteria,Bacteria,offtarget,94.094,6.699999999999999e-107,Bacteria,NA,NA,NA,NA,NA,NA
motu173,ASV2340,Bacteria,Bacteria,offtarget,94.094,6.699999999999999e-107,Bacteria,NA,NA,NA,NA,NA,NA
motu173,ASV2355,Bacteria,Bacteria,offtarget,94.094,6.699999999999999e-107,Bacteria,NA,NA,NA,NA,NA,NA
motu174,ASV363,Bacteria,Bacteria,offtarget,86.64,2.52e-71,Bacteria,NA,NA,NA,NA,NA,NA
motu174,ASV1631,Bacteria,Bacteria,offtarget,86.64,2.52e-71,Bacteria,NA,NA,NA,NA,NA,NA
motu174,ASV2546,Bacteria,Bacteria,offtarget,86.64,2.52e-71,Bacteria,NA,NA,NA,NA,NA,NA
motu192,ASV402,Bacteria,Bacteria,offtarget,87.747,1.1600000000000001e-79,Bacteria,NA,NA,NA,NA,NA,NA
motu192,ASV3752,Bacteria,Bacteria,offtarget,87.747,1.1600000000000001e-79,Bacteria,NA,NA,NA,NA,NA,NA
motu211,ASV459,Bacteria,Bacteria,offtarget,90.625,5.3299999999999995e-93,Bacteria,NA,NA,NA,NA,NA,NA
motu218,ASV481,Bacteria,Bacteria,offtarget,85.214,5.4499999999999995e-68,Bacteria,NA,NA,NA,NA,NA,NA
motu219,ASV489,Bacteria,Bacteria,offtarget,92.885,2.4199999999999996e-101,Bacteria,NA,NA,NA,NA,NA,NA
motu233,ASV534,Bacteria,Bacteria,offtarget,93.878,6.72e-102,Bacteria,NA,NA,NA,NA,NA,NA
motu234,ASV538,Bacteria,Bacteria,offtarget,92.369,2.09e-97,Bacteria,NA,NA,NA,NA,NA,NA
motu256,ASV614,Bacteria,Bacteria,offtarget,94,1.1199999999999998e-104,Bacteria,NA,NA,NA,NA,NA,NA
motu257,ASV615,Bacteria,Bacteria,offtarget,95.652,5.1199999999999997e-113,Bacteria,NA,NA,NA,NA,NA,NA
motu268,ASV653,Bacteria,Bacteria,offtarget,85.385,1.19e-69,Bacteria,NA,NA,NA,NA,NA,NA
motu268,ASV2734,Bacteria,Bacteria,offtarget,85.385,1.19e-69,Bacteria,NA,NA,NA,NA,NA,NA
motu302,ASV783,Bacteria,Bacteria,offtarget,90.164,2.4700000000000002e-86,Bacteria,NA,NA,NA,NA,NA,NA
motu303,ASV784,Bacteria,Bacteria,offtarget,95.51,1.43e-108,Bacteria,NA,NA,NA,NA,NA,NA
motu304,ASV788,Bacteria,Bacteria,offtarget,92.095,5.23e-98,Bacteria,NA,NA,NA,NA,NA,NA
motu307,ASV799,Bacteria,Bacteria,offtarget,90.272,2.48e-91,Bacteria,NA,NA,NA,NA,NA,NA
