sample_id,year,sequenced,missing,missing_status,lowreads,in_miseq,fish_miseq,treatment,site_code,region_code
pecoe-1346,2024,yes,missing,dropped during sequencing,NA,no,no,Field blank,HG_SB,BC_HGa
pecoe-1347,2024,yes,in dataset,NA,no,no,no,Sample,HG_SB,BC_HGa
pecoe-1348,2024,yes,in dataset,NA,no,no,no,Sample,HG_SB,BC_HGa
pecoe-1349,2024,yes,in dataset,NA,no,no,no,Sample,HG_SB,BC_HGa
pecoe-1350,2024,yes,in dataset,NA,no,no,no,Sample,HG_SB,BC_HGa
pecoe-1351,2024,yes,missing,dropped during merge step,< 5,no,no,Field blank,HG_RI,BC_HGa
pecoe-1352,2024,yes,in dataset,NA,no,no,no,Sample,HG_RI,BC_HGa
pecoe-1353,2024,yes,in dataset,NA,no,no,no,Sample,HG_RI,BC_HGa
pecoe-1354,2024,yes,in dataset,NA,no,no,no,Sample,HG_RI,BC_HGa
pecoe-1355,2024,yes,in dataset,NA,no,no,no,Sample,HG_RI,BC_HGa
pecoe-1356,2024,yes,missing,no fish,NA,no,no,Field blank,HG_ROI,BC_HGa
pecoe-1357,2024,yes,in dataset,NA,no,no,no,Sample,HG_ROI,BC_HGa
pecoe-1358,2024,yes,in dataset,NA,no,no,no,Sample,HG_ROI,BC_HGa
pecoe-1359,2024,yes,in dataset,NA,no,no,no,Sample,HG_ROI,BC_HGa
pecoe-1360,2024,yes,in dataset,NA,no,no,no,Sample,HG_ROI,BC_HGa
pecoe-1361,2024,yes,in dataset,NA,< 25,no,no,Field blank,HG_LIE,BC_HGa
pecoe-1362,2024,yes,in dataset,NA,no,no,no,Sample,HG_LIE,BC_HGa
pecoe-1363,2024,yes,in dataset,NA,no,no,no,Sample,HG_LIE,BC_HGa
pecoe-1364,2024,yes,in dataset,NA,no,no,no,Sample,HG_LIE,BC_HGa
pecoe-1365,2024,yes,in dataset,NA,no,no,no,Sample,HG_LIE,BC_HGa
pecoe-1366,2024,yes,in dataset,NA,< 5,no,no,Field blank,PS_BH,WA_PS
pecoe-1367,2024,yes,in dataset,NA,NA,no,no,Sample,PS_BH,WA_PS
pecoe-1368,2024,yes,in dataset,NA,no,no,no,Sample,PS_BH,WA_PS
pecoe-1369,2024,yes,missing,no fish,< 25,no,no,Sample,PS_BH,WA_PS
pecoe-1370,2024,yes,missing,dropped before filterandtrim,NA,no,no,Sample,PS_BH,WA_PS
pecoe-1371,2024,yes,missing,no fish,< 5,no,no,Field blank,PS_NC,WA_PSb
pecoe-1372,2024,yes,in dataset,NA,no,no,no,Sample,PS_NC,WA_PSb
pecoe-1373,2024,yes,in dataset,NA,no,no,no,Sample,PS_NC,WA_PSb
pecoe-1374,2024,yes,in dataset,NA,no,no,no,Sample,PS_NC,WA_PSb
pecoe-1375,2024,yes,in dataset,NA,no,no,no,Sample,PS_NC,WA_PSb
pecoe-1376,2024,yes,missing,no fish,NA,no,no,Field blank,PS_IC,WA_PSb
pecoe-1377,2024,yes,in dataset,NA,no,no,no,Sample,PS_IC,WA_PSb
pecoe-1378,2024,yes,in dataset,NA,no,no,no,Sample,PS_IC,WA_PSb
pecoe-1379,2024,yes,in dataset,NA,no,no,no,Sample,PS_IC,WA_PSb
pecoe-1380,2024,yes,in dataset,NA,no,no,no,Sample,PS_IC,WA_PSb
pecoe-1381,2024,yes,missing,no fish,< 50,no,no,Field blank,PS_FB,WA_PSb
pecoe-1382,2024,yes,in dataset,NA,no,no,no,Sample,PS_FB,WA_PSb
pecoe-1383,2024,yes,in dataset,NA,no,no,no,Sample,PS_FB,WA_PSb
pecoe-1384,2024,yes,in dataset,NA,no,no,no,Sample,PS_FB,WA_PSb
pecoe-1385,2024,yes,in dataset,NA,no,no,no,Sample,PS_FB,WA_PSb
pecoe-1386,2024,yes,missing,no fish,< 25,no,no,Field blank,PS_FJ,WA_PSb
pecoe-1387,2024,yes,in dataset,NA,no,no,no,Sample,PS_FJ,WA_PSb
pecoe-1388,2024,yes,in dataset,NA,no,no,no,Sample,PS_FJ,WA_PSb
pecoe-1389,2024,yes,in dataset,NA,no,no,no,Sample,PS_FJ,WA_PSb
pecoe-1390,2024,yes,in dataset,NA,no,no,no,Sample,PS_FJ,WA_PSb
pecoe-1391,2024,yes,missing,no fish,NA,no,no,Field blank,WB_DP,WA_WB
pecoe-1392,2024,yes,in dataset,NA,no,no,no,Sample,WB_DP,WA_WB
pecoe-1393,2024,yes,in dataset,NA,no,no,no,Sample,WB_DP,WA_WB
pecoe-1394,2024,yes,in dataset,NA,no,no,no,Sample,WB_DP,WA_WB
pecoe-1395,2024,yes,missing,dropped before filterandtrim,NA,no,no,Sample,WB_DP,WA_WB
pecoe-1396,2024,yes,missing,no fish,< 25,no,no,Field blank,WB_PA,WA_WB
pecoe-1397,2024,yes,in dataset,NA,no,no,no,Sample,WB_PA,WA_WB
pecoe-1398,2024,yes,in dataset,NA,no,no,no,Sample,WB_PA,WA_WB
pecoe-1399,2024,yes,in dataset,NA,no,no,no,Sample,WB_PA,WA_WB
pecoe-1400,2024,yes,in dataset,NA,no,no,no,Sample,WB_PA,WA_WB
pecoe-1401,2024,yes,in dataset,NA,no,no,no,Field blank,WB_ST,WA_WB
pecoe-1402,2024,yes,in dataset,NA,no,no,no,Sample,WB_ST,WA_WB
pecoe-1403,2024,yes,in dataset,NA,no,no,no,Sample,WB_ST,WA_WB
pecoe-1404,2024,yes,in dataset,NA,no,no,no,Sample,WB_ST,WA_WB
pecoe-1405,2024,yes,in dataset,NA,no,no,no,Sample,WB_ST,WA_WB
pecoe-1406,2024,yes,missing,no fish,< 25,no,no,Field blank,WB_WP,WA_WB
pecoe-1407,2024,yes,in dataset,NA,no,no,no,Sample,WB_WP,WA_WB
pecoe-1408,2024,yes,in dataset,NA,no,no,no,Sample,WB_WP,WA_WB
pecoe-1409,2024,yes,in dataset,NA,no,no,no,Sample,WB_WP,WA_WB
pecoe-1410,2024,yes,in dataset,NA,no,no,no,Sample,WB_WP,WA_WB
pecoe-1411,2024,yes,missing,dropped before filterandtrim,NA,no,no,Field blank,WB_SP,WA_WB
pecoe-1412,2024,yes,in dataset,NA,no,no,no,Sample,WB_SP,WA_WB
pecoe-1413,2024,yes,in dataset,NA,no,no,no,Sample,WB_SP,WA_WB
pecoe-1414,2024,yes,in dataset,NA,no,no,no,Sample,WB_SP,WA_WB
pecoe-1415,2024,yes,in dataset,NA,no,no,no,Sample,WB_SP,WA_WB
pecoe-1416,2024,yes,in dataset,NA,no,no,no,Field blank,OR_BV,OR_YB
pecoe-1417,2024,yes,in dataset,NA,no,no,no,Sample,OR_BV,OR_YB
pecoe-1418,2024,yes,in dataset,NA,no,no,no,Sample,OR_BV,OR_YB
pecoe-1419,2024,yes,in dataset,NA,no,no,no,Sample,OR_BV,OR_YB
pecoe-1420,2024,yes,missing,dropped before filterandtrim,NA,no,no,Sample,OR_BV,OR_YB
pecoe-1421,2024,yes,missing,dropped during sequencing,NA,no,no,Field blank,OR_FP,OR_YB
pecoe-1422,2024,yes,in dataset,NA,NA,no,no,Sample,OR_FP,OR_YB
pecoe-1423,2024,yes,in dataset,NA,no,no,no,Sample,OR_FP,OR_YB
pecoe-1424,2024,yes,in dataset,NA,no,no,no,Sample,OR_FP,OR_YB
pecoe-1425,2024,yes,in dataset,NA,no,no,no,Sample,OR_FP,OR_YB
pecoe-1426,2024,yes,missing,dropped during sequencing,NA,no,no,Field blank,OR_SBN,OR_YB
pecoe-1427,2024,yes,in dataset,NA,no,no,no,Sample,OR_SBN,OR_YB
pecoe-1428,2024,yes,in dataset,NA,no,no,no,Sample,OR_SBN,OR_YB
pecoe-1429,2024,yes,in dataset,NA,no,no,no,Sample,OR_SBN,OR_YB
pecoe-1430,2024,yes,in dataset,NA,no,no,no,Sample,OR_SBN,OR_YB
pecoe-1431,2024,yes,missing,no fish,< 5,no,no,Field blank,YB_SBS,OR_YB
pecoe-1432,2024,yes,in dataset,NA,no,no,no,Sample,YB_SBS,OR_YB
pecoe-1433,2024,yes,in dataset,NA,no,no,no,Sample,YB_SBS,OR_YB
pecoe-1434,2024,yes,in dataset,NA,no,no,no,Sample,YB_SBS,OR_YB
pecoe-1435,2024,yes,in dataset,NA,no,no,no,Sample,YB_SBS,OR_YB
pecoe-1436,2024,yes,missing,dropped during sequencing,NA,no,no,Field blank,OR_IF,OR_YB
pecoe-1437,2024,yes,in dataset,NA,no,no,no,Sample,OR_IF,OR_YB
pecoe-1438,2024,yes,in dataset,NA,no,no,no,Sample,OR_IF,OR_YB
pecoe-1439,2024,yes,in dataset,NA,no,no,no,Sample,OR_IF,OR_YB
pecoe-1440,2024,yes,in dataset,NA,no,no,no,Sample,OR_IF,OR_YB
pecoe-1446,2024,yes,missing,no fish,no,no,no,Field blank,JN_SB,AK_JN
pecoe-1447,2024,yes,in dataset,NA,no,no,no,Sample,JN_SB,AK_JN
pecoe-1448,2024,yes,in dataset,NA,no,no,no,Sample,JN_SB,AK_JN
pecoe-1449,2024,yes,in dataset,NA,no,no,no,Sample,JN_SB,AK_JN
pecoe-1450,2024,yes,in dataset,NA,no,no,no,Sample,JN_SB,AK_JN
pecoe-1451,2024,yes,missing,no fish,NA,no,no,Field blank,JN_EC,AK_JN
pecoe-1452,2024,yes,in dataset,NA,no,no,no,Sample,JN_EC,AK_JN
pecoe-1453,2024,yes,in dataset,NA,no,no,no,Sample,JN_EC,AK_JN
pecoe-1454,2024,yes,in dataset,NA,no,no,no,Sample,JN_EC,AK_JN
pecoe-1455,2024,yes,in dataset,NA,no,no,no,Sample,JN_EC,AK_JN
pecoe-1456,2024,yes,missing,no fish,NA,no,no,Field blank,JN_AN,AK_JN
pecoe-1457,2024,yes,in dataset,NA,no,no,no,Sample,JN_AN,AK_JN
pecoe-1458,2024,yes,in dataset,NA,no,no,no,Sample,JN_AN,AK_JN
pecoe-1459,2024,yes,in dataset,NA,no,no,no,Sample,JN_AN,AK_JN
pecoe-1460,2024,yes,in dataset,NA,no,no,no,Sample,JN_AN,AK_JN
pecoe-1461,2024,yes,missing,no fish,NA,no,no,Field blank,JN_BC,AK_JN
pecoe-1462,2024,yes,in dataset,NA,no,no,no,Sample,JN_BC,AK_JN
pecoe-1463,2024,yes,in dataset,NA,no,no,no,Sample,JN_BC,AK_JN
pecoe-1464,2024,yes,in dataset,NA,no,no,no,Sample,JN_BC,AK_JN
pecoe-1465,2024,yes,in dataset,NA,no,no,no,Sample,JN_BC,AK_JN
pecoe-1466,2024,yes,missing,no fish,NA,no,no,Field blank,JN_FC,AK_JN
pecoe-1467,2024,yes,in dataset,NA,no,no,no,Sample,JN_FC,AK_JN
pecoe-1468,2024,yes,in dataset,NA,no,no,no,Sample,JN_FC,AK_JN
pecoe-1469,2024,yes,in dataset,NA,no,no,no,Sample,JN_FC,AK_JN
pecoe-1470,2024,yes,in dataset,NA,no,no,no,Sample,JN_FC,AK_JN
pecoe-1471,2024,yes,missing,no fish,< 5,no,no,Field blank,NC_RB,CA_NCb
pecoe-1472,2024,yes,in dataset,NA,no,no,no,Sample,NC_RB,CA_NCb
pecoe-1473,2024,yes,in dataset,NA,no,no,no,Sample,NC_RB,CA_NCb
pecoe-1474,2024,yes,in dataset,NA,no,no,no,Sample,NC_RB,CA_NCb
pecoe-1475,2024,yes,in dataset,NA,no,no,no,Sample,NC_RB,CA_NCb
pecoe-1476,2024,yes,missing,dropped before filterandtrim,NA,no,no,Field blank,NC_PS,CA_NCb
pecoe-1477,2024,yes,missing,no fish,NA,no,no,Sample,NC_PS,CA_NCb
pecoe-1478,2024,yes,in dataset,NA,no,no,no,Sample,NC_PS,CA_NCb
pecoe-1479,2024,yes,in dataset,NA,no,no,no,Sample,NC_PS,CA_NCb
pecoe-1480,2024,yes,missing,dropped before filterandtrim,NA,no,no,Sample,NC_PS,CA_NCb
pecoe-1481,2024,yes,in dataset,NA,no,no,no,Field blank,NC_PM,CA_NCb
pecoe-1482,2024,yes,missing,no fish,NA,no,no,Sample,NC_PM,CA_NCb
pecoe-1483,2024,yes,in dataset,NA,no,no,no,Sample,NC_PM,CA_NCb
pecoe-1484,2024,yes,in dataset,NA,no,no,no,Sample,NC_PM,CA_NCb
pecoe-1485,2024,yes,missing,no fish,NA,no,no,Sample,NC_PM,CA_NCb
pecoe-1486,2024,yes,missing,dropped during sequencing,NA,no,no,Field blank,MB_TP,CA_MB
pecoe-1487,2024,yes,in dataset,NA,no,no,no,Sample,MB_TP,CA_MB
pecoe-1488,2024,yes,in dataset,NA,no,no,no,Sample,MB_TP,CA_MB
pecoe-1489,2024,yes,in dataset,NA,no,no,no,Sample,MB_TP,CA_MB
pecoe-1490,2024,yes,in dataset,NA,no,no,no,Sample,MB_TP,CA_MB
pecoe-1491,2024,yes,in dataset,NA,no,no,no,Sample,MB_CB,CA_MB
pecoe-1492,2024,yes,in dataset,NA,no,no,no,Sample,MB_CB,CA_MB
pecoe-1493,2024,yes,in dataset,NA,no,no,no,Sample,MB_CB,CA_MB
pecoe-1494,2024,yes,missing,no fish,< 5,no,no,Field blank,MB_CB,CA_MB
pecoe-1495,2024,yes,in dataset,NA,no,no,no,Sample,MB_CB,CA_MB
pecoe-1496,2024,yes,in dataset,NA,no,no,no,Sample,CC_FAN3,BC_CC
pecoe-1497,2024,yes,in dataset,NA,no,no,no,Sample,CC_FAN3,BC_CC
pecoe-1498,2024,yes,in dataset,NA,no,no,no,Sample,CC_FAN3,BC_CC
pecoe-1499,2024,yes,in dataset,NA,no,no,no,Sample,CC_FAN3,BC_CC
pecoe-1500,2024,yes,missing,dropped before filterandtrim,NA,no,no,Field blank,CC_FAN3,BC_CC
pecoe-1501,2024,yes,in dataset,NA,no,no,no,Sample,CC_GOG1,BC_CC
pecoe-1502,2024,yes,in dataset,NA,no,no,no,Sample,CC_GOG1,BC_CC
pecoe-1503,2024,yes,in dataset,NA,no,no,no,Sample,CC_GOG1,BC_CC
pecoe-1504,2024,yes,in dataset,NA,no,no,no,Sample,CC_GOG1,BC_CC
pecoe-1505,2024,yes,missing,no fish,NA,no,no,Field blank,CC_GOG1,BC_CC
pecoe-1506,2024,yes,missing,no fish,< 5,no,no,Field blank,LA_LN,CA_LA
pecoe-1507,2024,yes,in dataset,NA,no,no,no,Sample,LA_LN,CA_LA
pecoe-1508,2024,yes,in dataset,NA,no,no,no,Sample,LA_LN,CA_LA
pecoe-1509,2024,yes,in dataset,NA,no,no,no,Sample,LA_LN,CA_LA
pecoe-1510,2024,yes,in dataset,NA,no,no,no,Sample,LA_LN,CA_LA
pecoe-1511,2024,yes,missing,dropped before filterandtrim,NA,no,no,Field blank,LA_UN,CA_LA
pecoe-1512,2024,yes,in dataset,NA,no,no,no,Sample,LA_UN,CA_LA
pecoe-1513,2024,yes,in dataset,NA,no,no,no,Sample,LA_UN,CA_LA
pecoe-1514,2024,yes,in dataset,NA,no,no,no,Sample,LA_UN,CA_LA
pecoe-1515,2024,yes,in dataset,NA,no,no,no,Sample,LA_UN,CA_LA
pecoe-1516,2024,yes,missing,dropped during sequencing,NA,no,no,Field blank,LA_SP,CA_LA
pecoe-1517,2024,yes,in dataset,NA,no,no,no,Sample,LA_SP,CA_LA
pecoe-1518,2024,yes,in dataset,NA,no,no,no,Sample,LA_SP,CA_LA
pecoe-1519,2024,yes,in dataset,NA,no,no,no,Sample,LA_SP,CA_LA
pecoe-1520,2024,yes,in dataset,NA,no,no,no,Sample,LA_SP,CA_LA
pecoe-1521,2024,yes,missing,no fish,< 25,no,no,Field blank,LA_AB,CA_LA
pecoe-1522,2024,yes,in dataset,NA,no,no,no,Sample,LA_AB,CA_LA
pecoe-1523,2024,yes,in dataset,NA,no,no,no,Sample,LA_AB,CA_LA
pecoe-1524,2024,yes,in dataset,NA,no,no,no,Sample,LA_AB,CA_LA
pecoe-1525,2024,yes,in dataset,NA,no,no,no,Sample,LA_AB,CA_LA
pecoe-1526,2024,yes,in dataset,NA,NA,no,no,Field blank,LA_JD,CA_LA
pecoe-1527,2024,yes,in dataset,NA,no,no,no,Sample,LA_JD,CA_LA
pecoe-1528,2024,yes,in dataset,NA,no,no,no,Sample,LA_JD,CA_LA
pecoe-1529,2024,yes,in dataset,NA,no,no,no,Sample,LA_JD,CA_LA
pecoe-1530,2024,yes,in dataset,NA,no,no,no,Sample,LA_JD,CA_LA
pecoe-1531,2024,yes,missing,no fish,< 5,no,no,Field blank,PS_SH,WA_PSa
pecoe-1532,2024,yes,in dataset,NA,no,no,no,Sample,PS_SH,WA_PSa
pecoe-1533,2024,yes,in dataset,NA,no,no,no,Sample,PS_SH,WA_PSa
pecoe-1534,2024,yes,in dataset,NA,no,no,no,Sample,PS_SH,WA_PSa
pecoe-1535,2024,yes,in dataset,NA,no,no,no,Sample,PS_SH,WA_PSa
pecoe-1536,2024,yes,missing,no fish,NA,no,no,Field blank,PS_BV,WA_PSa
pecoe-1537,2024,yes,in dataset,NA,no,no,no,Sample,PS_BV,WA_PSa
pecoe-1538,2024,yes,in dataset,NA,no,no,no,Sample,PS_BV,WA_PSa
pecoe-1539,2024,yes,in dataset,NA,no,no,no,Sample,PS_BV,WA_PSa
pecoe-1540,2024,yes,in dataset,NA,no,no,no,Sample,PS_BV,WA_PSa
pecoe-1541,2024,yes,missing,no fish,NA,no,no,Field blank,PS_BB,WA_PSa
pecoe-1542,2024,yes,in dataset,NA,no,no,no,Sample,PS_BB,WA_PSa
pecoe-1543,2024,yes,in dataset,NA,no,no,no,Sample,PS_BB,WA_PSa
pecoe-1544,2024,yes,in dataset,NA,no,no,no,Sample,PS_BB,WA_PSa
pecoe-1545,2024,yes,in dataset,NA,no,no,no,Sample,PS_BB,WA_PSa
pecoe-1546,2024,yes,missing,dropped during sequencing,NA,no,no,Field blank,HG_TK,BC_HGb
pecoe-1547,2024,yes,in dataset,NA,no,no,no,Sample,HG_TK,BC_HGb
pecoe-1548,2024,yes,in dataset,NA,no,no,no,Sample,HG_TK,BC_HGb
pecoe-1549,2024,yes,in dataset,NA,no,no,no,Sample,HG_TK,BC_HGb
pecoe-1550,2024,yes,in dataset,NA,no,no,no,Sample,HG_TK,BC_HGb
pecoe-1551,2024,yes,missing,dropped during sequencing,NA,no,no,Field blank,HG_MDD,BC_HGb
pecoe-1552,2024,yes,in dataset,NA,no,no,no,Sample,HG_MDD,BC_HGb
pecoe-1553,2024,yes,in dataset,NA,no,no,no,Sample,HG_MDD,BC_HGb
pecoe-1554,2024,yes,in dataset,NA,no,no,no,Sample,HG_MDD,BC_HGb
pecoe-1555,2024,yes,in dataset,NA,no,no,no,Sample,HG_MDD,BC_HGb
pecoe-1556,2024,yes,missing,dropped during sequencing,NA,no,no,Field blank,HG_DN,BC_HGb
pecoe-1557,2024,yes,in dataset,NA,no,no,no,Sample,HG_DN,BC_HGb
pecoe-1558,2024,yes,in dataset,NA,no,no,no,Sample,HG_DN,BC_HGb
pecoe-1559,2024,yes,in dataset,NA,no,no,no,Sample,HG_DN,BC_HGb
pecoe-1560,2024,yes,in dataset,NA,no,no,no,Sample,HG_DN,BC_HGb
pecoe-1561,2024,yes,missing,dropped during sequencing,NA,no,no,Field blank,HG_DSD,BC_HGb
pecoe-1562,2024,yes,in dataset,NA,no,no,no,Sample,HG_DSD,BC_HGb
pecoe-1563,2024,yes,in dataset,NA,no,no,no,Sample,HG_DSD,BC_HGb
pecoe-1564,2024,yes,in dataset,NA,no,no,no,Sample,HG_DSD,BC_HGb
pecoe-1565,2024,yes,in dataset,NA,no,no,no,Sample,HG_DSD,BC_HGb
pecoe-1566,2024,yes,in dataset,NA,no,no,no,Sample,PP_MB,BC_PP
pecoe-1567,2024,yes,in dataset,NA,no,no,no,Sample,PP_MB,BC_PP
pecoe-1568,2024,yes,in dataset,NA,no,no,no,Sample,PP_MB,BC_PP
pecoe-1569,2024,yes,in dataset,NA,no,no,no,Sample,PP_MB,BC_PP
pecoe-1570,2024,yes,missing,dropped during sequencing,NA,no,no,Field blank,PP_MB,BC_PP
pecoe-1571,2024,yes,in dataset,NA,no,no,no,Sample,PP_JJ,BC_PP
pecoe-1572,2024,yes,in dataset,NA,no,no,no,Sample,PP_JJ,BC_PP
pecoe-1573,2024,yes,in dataset,NA,no,no,no,Sample,PP_JJ,BC_PP
pecoe-1574,2024,yes,in dataset,NA,no,no,no,Sample,PP_JJ,BC_PP
pecoe-1575,2024,yes,in dataset,NA,< 50,no,no,Field blank,PP_JJ,BC_PP
pecoe-1576,2024,yes,missing,dropped during merge step,< 5,no,no,Field blank,PP_C,BC_PP
pecoe-1577,2024,yes,in dataset,NA,no,no,no,Sample,PP_C,BC_PP
pecoe-1578,2024,yes,in dataset,NA,no,no,no,Sample,PP_C,BC_PP
pecoe-1579,2024,yes,in dataset,NA,no,no,no,Sample,PP_C,BC_PP
pecoe-1580,2024,yes,in dataset,NA,no,no,no,Sample,PP_C,BC_PP
pecoe-1581,2024,yes,in dataset,NA,no,no,no,Sample,PP_E,BC_PP
pecoe-1582,2024,yes,in dataset,NA,no,no,no,Sample,PP_E,BC_PP
pecoe-1583,2024,yes,in dataset,NA,no,no,no,Sample,PP_E,BC_PP
pecoe-1584,2024,yes,missing,dropped during sequencing,NA,no,no,Field blank,PP_E,BC_PP
pecoe-1585,2024,yes,in dataset,NA,no,no,no,Sample,PP_E,BC_PP
pecoe-1586,2024,yes,in dataset,NA,no,no,no,Sample,PP_HI,BC_PP
pecoe-1587,2024,yes,in dataset,NA,no,no,no,Sample,PP_HI,BC_PP
pecoe-1588,2024,yes,in dataset,NA,NA,no,no,Field blank,PP_HI,BC_PP
pecoe-1589,2024,yes,in dataset,NA,no,no,no,Sample,PP_HI,BC_PP
pecoe-1590,2024,yes,in dataset,NA,no,no,no,Sample,PP_HI,BC_PP
pecoe-1591,2024,yes,in dataset,NA,no,no,no,Sample,IC_SHS,BC_IC
pecoe-1592,2024,yes,in dataset,NA,no,no,no,Sample,IC_SHS,BC_IC
pecoe-1593,2024,yes,in dataset,NA,no,no,no,Sample,IC_SHS,BC_IC
pecoe-1594,2024,yes,in dataset,NA,no,no,no,Sample,IC_SHS,BC_IC
pecoe-1595,2024,yes,missing,dropped during sequencing,NA,no,no,Field blank,IC_SHS,BC_IC
pecoe-1596,2024,yes,in dataset,NA,no,no,no,Sample,IC_GOW,BC_IC
pecoe-1597,2024,yes,in dataset,NA,no,no,no,Sample,IC_GOW,BC_IC
pecoe-1598,2024,yes,in dataset,NA,no,no,no,Sample,IC_GOW,BC_IC
pecoe-1599,2024,yes,in dataset,NA,no,no,no,Sample,IC_GOW,BC_IC
pecoe-1600,2024,yes,missing,dropped before filterandtrim,NA,no,no,Field blank,IC_GOW,BC_IC
pecoe-1601,2024,yes,missing,dropped during sequencing,NA,no,no,Field blank,IC_SMB,BC_IC
pecoe-1602,2024,yes,in dataset,NA,no,no,no,Sample,IC_SMB,BC_IC
pecoe-1603,2024,yes,in dataset,NA,no,no,no,Sample,IC_SMB,BC_IC
pecoe-1604,2024,yes,in dataset,NA,no,no,no,Sample,IC_SMB,BC_IC
pecoe-1605,2024,yes,in dataset,NA,no,no,no,Sample,IC_SMB,BC_IC
pecoe-1606,2024,yes,in dataset,NA,no,no,no,Sample,IC_MAB,BC_IC
pecoe-1607,2024,yes,in dataset,NA,no,no,no,Sample,IC_MAB,BC_IC
pecoe-1608,2024,yes,in dataset,NA,no,no,no,Sample,IC_MAB,BC_IC
pecoe-1609,2024,yes,in dataset,NA,no,no,no,Sample,IC_MAB,BC_IC
pecoe-1610,2024,yes,missing,dropped during sequencing,NA,no,no,Field blank,IC_MAB,BC_IC
pecoe-1611,2024,yes,in dataset,NA,no,no,no,Sample,IC_OPB,BC_IC
pecoe-1612,2024,yes,in dataset,NA,no,no,no,Sample,IC_OPB,BC_IC
pecoe-1613,2024,yes,in dataset,NA,no,no,no,Sample,IC_OPB,BC_IC
pecoe-1614,2024,yes,in dataset,NA,no,no,no,Sample,IC_OPB,BC_IC
pecoe-1615,2024,yes,missing,dropped before filterandtrim,NA,no,no,Field blank,IC_OPB,BC_IC
pecoe-1616,2024,yes,missing,dropped before filterandtrim,NA,no,no,Field blank,SD_SI,CA_SD
pecoe-1617,2024,yes,in dataset,NA,no,no,no,Sample,SD_SI,CA_SD
pecoe-1618,2024,yes,in dataset,NA,no,no,no,Sample,SD_SI,CA_SD
pecoe-1619,2024,yes,in dataset,NA,no,no,no,Sample,SD_SI,CA_SD
pecoe-1620,2024,yes,in dataset,NA,no,no,no,Sample,SD_SI,CA_SD
pecoe-1621,2024,yes,missing,dropped before filterandtrim,NA,no,no,Field blank,SD_CV,CA_SD
pecoe-1622,2024,yes,in dataset,NA,no,no,no,Sample,SD_CV,CA_SD
pecoe-1623,2024,yes,in dataset,NA,no,no,no,Sample,SD_CV,CA_SD
pecoe-1624,2024,yes,in dataset,NA,no,no,no,Sample,SD_CV,CA_SD
pecoe-1625,2024,yes,in dataset,NA,no,no,no,Sample,SD_CV,CA_SD
pecoe-1626,2024,yes,in dataset,NA,< 5,no,no,Field blank,SD_CI,CA_SD
pecoe-1627,2024,yes,in dataset,NA,no,no,no,Sample,SD_CI,CA_SD
pecoe-1628,2024,yes,in dataset,NA,no,no,no,Sample,SD_CI,CA_SD
pecoe-1629,2024,yes,in dataset,NA,no,no,no,Sample,SD_CI,CA_SD
pecoe-1630,2024,yes,in dataset,NA,no,no,no,Sample,SD_CI,CA_SD
pecoe-1631,2024,yes,missing,dropped during sequencing,NA,no,no,Field blank,SD_KF,CA_SD
pecoe-1632,2024,yes,in dataset,NA,no,no,no,Sample,SD_KF,CA_SD
pecoe-1633,2024,yes,in dataset,NA,no,no,no,Sample,SD_KF,CA_SD
pecoe-1634,2024,yes,in dataset,NA,no,no,no,Sample,SD_KF,CA_SD
pecoe-1635,2024,yes,in dataset,NA,no,no,no,Sample,SD_KF,CA_SD
pecoe-1636,2024,yes,in dataset,NA,no,no,no,Sample,NC_WP,CA_NCa
pecoe-1637,2024,yes,in dataset,NA,no,no,no,Sample,NC_WP,CA_NCa
pecoe-1638,2024,yes,in dataset,NA,< 5,no,no,Sample,NC_WP,CA_NCa
pecoe-1639,2024,yes,in dataset,NA,no,no,no,Sample,NC_WP,CA_NCa
pecoe-1640,2024,yes,in dataset,NA,< 50,no,no,Field blank,NC_WP,CA_NCa
pecoe-1641,2024,yes,in dataset,NA,no,no,no,Sample,NC_BL,CA_NCa
pecoe-1642,2024,yes,in dataset,NA,< 5,no,no,Field blank,NC_BL,CA_NCa
pecoe-1643,2024,yes,in dataset,NA,no,no,no,Sample,NC_BL,CA_NCa
pecoe-1644,2024,yes,in dataset,NA,no,no,no,Sample,NC_BL,CA_NCa
pecoe-1645,2024,yes,in dataset,NA,no,no,no,Sample,NC_BL,CA_NCa
pecoe-1646,2024,yes,in dataset,NA,< 5,no,no,Field blank,NV_PC,BC_NV
pecoe-1647,2024,yes,in dataset,NA,no,no,no,Sample,NV_PC,BC_NV
pecoe-1648,2024,yes,in dataset,NA,no,no,no,Sample,NV_PC,BC_NV
pecoe-1649,2024,yes,in dataset,NA,no,no,no,Sample,NV_PC,BC_NV
pecoe-1650,2024,yes,in dataset,NA,no,no,no,Sample,NV_PC,BC_NV
pecoe-1651,2024,yes,missing,dropped during merge step,< 5,no,no,Field blank,NV_JL,BC_NV
pecoe-1652,2024,yes,in dataset,NA,no,no,no,Sample,NV_JL,BC_NV
pecoe-1653,2024,yes,in dataset,NA,no,no,no,Sample,NV_JL,BC_NV
pecoe-1654,2024,yes,in dataset,NA,no,no,no,Sample,NV_JL,BC_NV
pecoe-1655,2024,yes,in dataset,NA,no,no,no,Sample,NV_JL,BC_NV
pecoe-1656,2024,yes,missing,dropped during merge step,< 5,no,no,Field blank,NV_KC,BC_NV
