"","found_taxa","hakai_all","mifishlist","ednaasv","npfish"
"619","Anguilla mossambica",0,1,0,0
"620","Anguilla nebulosa",0,1,0,0
"621","Anguilla obscura",0,1,0,0
"622","Anguilla reinhardtii",0,1,0,0
"623","Anguilla rostrata",0,1,0,0
"624","Anisarchus macrops",0,1,0,0
"625","Anisarchus medius",0,1,0,1
"626","Anisotremus davidsonii",0,1,0,0
"627","Anisotremus interruptus",0,1,0,0
"628","Anisotremus surinamensis",0,1,0,0
"629","Anisotremus virginicus",0,1,0,0
"630","Anodontostoma chacunda",0,1,0,0
"631","Anomalochromis thomasi",0,1,0,0
"632","Anomalops katoptron",0,1,0,0
"633","Anoplagonus inermis",0,1,0,1
"634","Anoplagonus occidentalis",0,1,0,0
"635","Anoplocapros inermis",0,1,0,0
"636","Anoplogaster cornuta",0,1,0,1
"637","Anoplopoma fimbria",0,1,1,1
"638","Anotopterus pharao",0,1,0,0
"639","Anoxypristis cuspidata",0,1,0,0
"640","Antennarius commerson",0,1,0,0
"641","Antennarius hispidus",0,1,0,0
"642","Antennarius indicus",0,1,0,0
"643","Antennarius pictus",0,1,0,0
"644","Antennarius striatus",0,1,0,0
"645","Antennatus tuberosus",0,1,0,0
"646","Anthias anthias",0,1,0,0
"647","Antigonia capros",0,1,0,0
"648","Antigonia rubescens",0,1,0,0
"649","Antigonia rubicunda",0,1,0,0
"650","Antimora microlepis",0,1,0,1
"651","Antimora rostrata",0,1,0,0
"652","Anyperodon leucogrammicus",0,1,0,0
"653","Apareiodon affinis",0,1,0,0
"654","Apareiodon ibitiensis",0,1,0,0
"655","Apeltes quadracus",0,1,0,0
"656","Aphaniops dispar",0,1,0,0
"657","Aphaniops ginaonis",0,1,0,0
"658","Aphaniops hormuzensis",0,1,0,0
"659","Aphaniops stoliczkanus",0,1,0,0
"660","Aphanius fasciatus",0,1,0,0
"661","Aphanopus arigato",0,1,0,1
"662","Aphanopus carbo",0,1,0,0
"663","Aphareus furca",0,1,0,0
"664","Aphareus rutilans",0,1,0,0
"665","Aphia minuta",0,1,0,0
"666","Aphredoderus sayanus",0,1,0,0
"667","Aphyocharax anisitsi",0,1,0,0
"668","Aphyocharax dentatus",0,1,0,0
"669","Aphyocharax rathbuni",0,1,0,0
"670","Aphyocypris arcus",0,1,0,0
"671","Aphyocypris chinensis",0,1,0,0
"672","Aphyocypris kikuchii",0,1,0,0
"673","Aphyocypris moltrechti",0,1,0,0
"674","Aphyocypris normalis",0,1,0,0
"675","Aphyosemion ahli",0,1,0,0
"676","Aphyosemion alpha",0,1,0,0
"677","Aphyosemion aureum",0,1,0,0
"678","Aphyosemion australe",0,1,0,0
"679","Aphyosemion bamilekorum",0,1,0,0
"680","Aphyosemion batesii",0,1,0,0
"681","Aphyosemion bitaeniatum",0,1,0,0
"682","Aphyosemion bivittatum",0,1,0,0
"683","Aphyosemion bualanum",0,1,0,0
"684","Aphyosemion buytaerti",0,1,0,0
"685","Aphyosemion callipteron",0,1,0,0
"686","Aphyosemion calliurum",0,1,0,0
"687","Aphyosemion cameronense",0,1,0,0
"688","Aphyosemion caudofasciatum",0,1,0,0
"689","Aphyosemion celiae",0,1,0,0
"690","Aphyosemion christyi",0,1,0,0
"691","Aphyosemion citrineipinnis",0,1,0,0
"692","Aphyosemion coeleste",0,1,0,0
"693","Aphyosemion cognatum",0,1,0,0
"694","Aphyosemion congicum",0,1,0,0
"695","Aphyosemion cyanostictum",0,1,0,0
"696","Aphyosemion dargei",0,1,0,0
"697","Aphyosemion decorsei",0,1,0,0
"698","Aphyosemion ecucuense",0,1,0,0
"699","Aphyosemion edeanum",0,1,0,0
"700","Aphyosemion elberti",0,1,0,0
"701","Aphyosemion elegans",0,1,0,0
"702","Aphyosemion escherichi",0,1,0,0
"703","Aphyosemion exigoideum",0,1,0,0
"704","Aphyosemion exiguum",0,1,0,0
"705","Aphyosemion franzwerneri",0,1,0,0
"706","Aphyosemion gabunense",0,1,0,0
"707","Aphyosemion georgiae",0,1,0,0
"708","Aphyosemion hanneloreae",0,1,0,0
"709","Aphyosemion hera",0,1,0,0
"710","Aphyosemion herzogi",0,1,0,0
"711","Aphyosemion hofmanni",0,1,0,0
"712","Aphyosemion joergenscheeli",0,1,0,0
"713","Aphyosemion kouamense",0,1,0,0
"714","Aphyosemion labarrei",0,1,0,0
"715","Aphyosemion lambertorum",0,1,0,0
"716","Aphyosemion lividum",0,1,0,0
"717","Aphyosemion loennbergii",0,1,0,0
"718","Aphyosemion louessense",0,1,0,0
"719","Aphyosemion lugens",0,1,0,0
"720","Aphyosemion maculatum",0,1,0,0
"721","Aphyosemion malumbresi",0,1,0,0
"722","Aphyosemion melanogaster",0,1,0,0
"723","Aphyosemion mimbon",0,1,0,0
"724","Aphyosemion ocellatum",0,1,0,0
"725","Aphyosemion ogoense",0,1,0,0
"726","Aphyosemion pascheni",0,1,0,0
"727","Aphyosemion plagitaenium",0,1,0,0
"728","Aphyosemion poliaki",0,1,0,0
"729","Aphyosemion polli",0,1,0,0
"730","Aphyosemion primigenium",0,1,0,0
"731","Aphyosemion punctatum",0,1,0,0
"732","Aphyosemion punctulatum",0,1,0,0
"733","Aphyosemion raddai",0,1,0,0
"734","Aphyosemion rectogoense",0,1,0,0
"735","Aphyosemion riggenbachi",0,1,0,0
"736","Aphyosemion schioetzi",0,1,0,0
"737","Aphyosemion schluppi",0,1,0,0
"738","Aphyosemion splendopleure",0,1,0,0
"739","Aphyosemion thysi",0,1,0,0
"740","Aphyosemion tirbaki",0,1,0,0
"741","Aphyosemion volcanum",0,1,0,0
"742","Aphyosemion wachtersi",0,1,0,0
"743","Aphyosemion wildekampi",0,1,0,0
"744","Aphyosemion zygaima",0,1,0,0
"745","Apionichthys dumerili",0,1,0,0
"746","Apionichthys finis",0,1,0,0
"747","Apionichthys menezesi",0,1,0,0
"748","Apistogramma agassizii",0,1,0,0
"749","Apistogramma gephyra",0,1,0,0
"750","Apistogramma hippolytae",0,1,0,0
"751","Apistogramma pertensis",0,1,0,0
"752","Apistus carinatus",0,1,0,0
"753","Apletodon dentatus",0,1,0,0
"754","Apletodon incognitus",0,1,0,0
"755","Aploactis aspera",0,1,0,0
"756","Aplocheilus blockii",0,1,0,0
"757","Aplocheilus lineatus",0,1,0,0
"758","Aplocheilus panchax",0,1,0,0
"759","Aplodactylus arctidens",0,1,0,0
"760","Aplodinotus grunniens",0,1,0,0
"761","Apocryptes bato",0,1,0,0
"762","Apodichthys fucorum",0,1,0,1
"763","Apogon atradorsatus",0,1,0,0
"764","Apogon aurolineatus",0,1,0,0
"765","Apogon campbelli",0,1,0,0
"766","Apogon coccineus",0,1,0,0
"767","Apogon crassiceps",0,1,0,0
"768","Apogon deetsie",0,1,0,0
"769","Apogon doryssa",0,1,0,0
"770","Apogon dovii",0,1,0,0
"771","Apogon erythrinus",0,1,0,0
"772","Apogon erythrosoma",0,1,0,0
"773","Apogon fugax",0,1,0,0
"774","Apogon guadalupensis",0,1,0,0
"775","Apogon imberbis",0,1,0,0
"776","Apogon indicus",0,1,0,0
"777","Apogon lativittatus",0,1,0,0
"778","Apogon maculatus",0,1,0,0
"779","Apogon pacificus",0,1,0,0
"780","Apogon phenax",0,1,0,0
"781","Apogon planifrons",0,1,0,0
"782","Apogon pseudomaculatus",0,1,0,0
"783","Apogon retrosella",0,1,0,0
"784","Apogon seminigracaudus",0,1,0,0
"785","Apogon semiornatus",0,1,0,0
"786","Apogon talboti",0,1,0,0
"787","Apogon townsendi",0,1,0,0
"788","Apogon unicolor",0,1,0,0
"789","Apogonichthyoides brevicaudatus",0,1,0,0
"790","Apogonichthyoides cathetogramma",0,1,0,0
"791","Apogonichthyoides melas",0,1,0,0
"792","Apogonichthyoides niger",0,1,0,0
"793","Apogonichthyoides nigripinnis",0,1,0,0
"794","Apogonichthyoides sialis",0,1,0,0
"795","Apogonichthyoides timorensis",0,1,0,0
"796","Apogonichthyoides umbratilis",0,1,0,0
"797","Apogonichthys ocellatus",0,1,0,0
"798","Apogonichthys perdix",0,1,0,0
"799","Apolemichthys arcuatus",0,1,0,0
"800","Apolemichthys armitagei",0,1,0,0
"801","Apolemichthys griffisi",0,1,0,0
"802","Apolemichthys kingi",0,1,0,0
"803","Apolemichthys trimaculatus",0,1,0,0
"804","Apolemichthys xanthopunctatus",0,1,0,0
"805","Apolemichthys xanthotis",0,1,0,0
"806","Apolemichthys xanthurus",0,1,0,0
"807","Apomatoceros alleni",0,1,0,0
"808","Aporops bilinearis",0,1,0,0
"809","Aprion virescens",0,1,0,0
"810","Apristurus albisoma",0,1,0,0
"811","Apristurus aphyodes",0,1,0,0
"812","Apristurus brunneus",0,1,0,1
"813","Apristurus exsanguis",0,1,0,0
"814","Apristurus fedorovi",0,1,0,0
"815","Apristurus japonicus",0,1,0,0
"816","Apristurus kampae",0,1,0,0
"817","Apristurus laurussonii",0,1,0,0
"818","Apristurus longicephalus",0,1,0,0
"819","Apristurus macrorhynchus",0,1,0,0
"820","Apristurus manis",0,1,0,0
"821","Apristurus melanoasper",0,1,0,0
"822","Apristurus microps",0,1,0,0
"823","Apristurus nakayai",0,1,0,0
"824","Apsilus dentatus",0,1,0,0
"825","Apterichtus australis",0,1,0,0
"826","Apterichtus moseri",0,1,0,0
"827","Apteronotus albifrons",0,1,0,0
"828","Apteronotus eschmeyeri",0,1,0,0
"829","Apteronotus leptorhynchus",0,1,0,0
"830","Apteronotus milesi",0,1,0,0
"831","Apterygocampus epinnulatus",0,1,0,0
"832","Aptocyclus ventricosus",0,1,0,0
"833","Aracana aurita",0,1,0,0
"834","Arapaima gigas",0,1,0,0
"835","Archamia bleekeri",0,1,0,0
"836","Archiaphyosemion guineense",0,1,0,0
"837","Archocentrus centrarchus",0,1,0,0
"838","Archolaemus blax",0,1,0,0
"839","Archoplites interruptus",0,1,0,0
"840","Archosargus probatocephalus",0,1,0,0
"841","Arcos erythrops",0,1,0,0
"842","Arcos nudus",0,1,0,0
"843","Arctogadus glacialis",0,1,0,0
"844","Arctoscopus japonicus",0,1,0,0
"845","Arctozenus risso",0,1,0,1
"846","Arenigobius bifrenatus",0,1,0,0
"847","Arenigobius frenatus",0,1,0,0
"848","Argentina australiae",0,1,0,0
"849","Argentina kagoshimae",0,1,0,0
"850","Argentina sialis",0,1,0,1
"851","Argentina silus",0,1,0,0
"852","Argopleura magdalenensis",0,1,0,0
"853","Argyrocottus zanderi",0,1,0,0
"854","Argyropelecus aculeatus",0,1,0,0
"855","Argyropelecus affinis",0,1,0,1
"856","Argyropelecus gigas",0,1,0,0
"857","Argyropelecus hemigymnus",0,1,0,0
"858","Argyropelecus lychnus",0,1,0,1
"859","Argyropelecus olfersii",0,1,0,0
"860","Argyropelecus sladeni",0,1,0,1
"861","Argyrops bleekeri",0,1,0,0
"862","Argyrops filamentosus",0,1,0,0
"863","Argyrops spinifer",0,1,0,0
"864","Argyrosomus coronus",0,1,0,0
"865","Argyrosomus hololepidotus",0,1,0,0
"866","Argyrosomus inodorus",0,1,0,0
"867","Argyrosomus japonicus",0,1,0,0
"868","Argyrozona argyrozona",0,1,0,0
"869","Ariomma brevimanus",0,1,0,0
"870","Ariomma indica",0,1,0,0
"871","Ariomma lurida",0,1,0,0
"872","Ariopsis felis",0,1,0,0
"873","Ariopsis guatemalensis",0,1,0,0
"874","Ariopsis seemanni",0,1,0,0
"875","Ariosoma anago",0,1,0,0
"876","Ariosoma balearicum",0,1,0,0
"877","Ariosoma fasciatum",0,1,0,0
"878","Ariosoma gilberti",0,1,0,0
"879","Ariosoma majus",0,1,0,0
"880","Ariosoma meeki",0,1,0,0
"881","Ariosoma megalops",0,1,0,0
"882","Ariosoma scheelei",0,1,0,0
"883","Aristochromis christyi",0,1,0,0
"884","Aristostomias polydactylus",0,1,0,0
"885","Aristostomias scintillans",0,1,0,1
"886","Arius arius",0,1,0,0
"887","Arius gagora",0,1,0,0
"888","Arius leptonotacanthus",0,1,0,0
"889","Arius maculatus",0,1,0,0
"890","Arius madagascariensis",0,1,0,0
"891","Arius manillensis",0,1,0,0
"892","Arius oetik",0,1,0,0
"893","Arius venosus",0,1,0,0
"894","Arnoglossus aspilos",0,1,0,0
"895","Arnoglossus capensis",0,1,0,0
"896","Arnoglossus imperialis",0,1,0,0
"897","Arnoglossus laterna",0,1,0,0
"898","Arnoglossus macrolophus",0,1,0,0
"899","Arnoglossus polyspilus",0,1,0,0
"900","Arnoglossus rueppelii",0,1,0,0
"901","Arnoglossus tenuis",0,1,0,0
"902","Arnoglossus thori",0,1,0,0
"903","Arnoglossus yamanakai",0,1,0,0
"904","Arothron firmamentum",0,1,0,0
"905","Arothron hispidus",0,1,0,0
"906","Arothron immaculatus",0,1,0,0
"907","Arothron manilensis",0,1,0,0
"908","Arothron mappa",0,1,0,0
"909","Arothron meleagris",0,1,0,0
"910","Arothron nigropunctatus",0,1,0,0
"911","Arothron reticularis",0,1,0,0
"912","Arothron stellatus",0,1,0,0
"913","Arrhamphus sclerolepis",0,1,0,0
"914","Arripis trutta",0,1,0,0
"915","Arripis truttacea",0,1,0,0
"916","Artedidraco shackletoni",0,1,0,0
"917","Artediellus atlanticus",0,1,0,0
"918","Artediellus dydymovi",0,1,0,0
"919","Artediellus neyelovi",0,1,0,0
"920","Artediellus scaber",0,1,0,0
"921","Artediellus uncinatus",0,1,0,0
"922","Artedius corallinus",0,1,0,0
"923","Artedius notospilotus",0,1,0,0
"924","Aruma histrio",0,1,0,0
"925","Asemichthys taylori",0,1,0,1
"926","Aseraggodes cheni",0,1,0,0
"927","Aseraggodes kobensis",0,1,0,0
"928","Aseraggodes melanostictus",0,1,0,0
"929","Aseraggodes normani",0,1,0,0
"930","Askoldia variegata",0,1,0,0
"931","Aspasma minima",0,1,0,0
"932","Aspasma ubauo",0,1,0,0
"933","Aspasmichthys alorensis",0,1,0,0
"934","Aspasmichthys ciconiae",0,1,0,0
"935","Aspasmogaster costata",0,1,0,0
"936","Aspasmogaster liorhynchus",0,1,0,0
"937","Aspasmogaster tasmaniensis",0,1,0,0
"938","Aspidontus dussumieri",0,1,0,0
"939","Aspidontus taeniatus",0,1,0,0
"940","Aspidophoroides monopterygius",0,1,0,0
"941","Aspidophoroides olrikii",0,1,0,0
"942","Aspidoras albater",0,1,0,0
"943","Aspidoras depinnai",0,1,0,0
"944","Aspidoras eurycephalus",0,1,0,0
"945","Aspidoras fuscoguttatus",0,1,0,0
"946","Aspidoras microgalaeus",0,1,0,0
"947","Aspidoras pauciradiatus",0,1,0,0
"948","Aspidoras poecilus",0,1,0,0
"949","Aspidoras raimundi",0,1,0,0
"950","Aspidoras spilotus",0,1,0,0
"951","Aspidoras taurus",0,1,0,0
"952","Aspistor luniscutis",0,1,0,0
"953","Aspistor quadriscutis",0,1,0,0
"954","Asprocottus pulcher",0,1,0,0
"955","Assessor randalli",0,1,0,0
"956","Assurger anzac",0,1,0,0
"957","Astatotilapia bloyeti",0,1,0,0
"958","Astatotilapia burtoni",0,1,0,0
"959","Astatotilapia calliptera",0,1,0,0
"960","Asterorhombus cocosensis",0,1,0,0
"961","Asterropteryx ensifera",0,1,0,0
"962","Asterropteryx semipunctata",0,1,0,0
"963","Asterropteryx spinosa",0,1,0,0
"964","Astrabe lactisella",0,1,0,0
"965","Astrapogon puncticulatus",0,1,0,0
"966","Astroblepus ardiladuartei",0,1,0,0
"967","Astroblepus cacharas",0,1,0,0
"968","Astroblepus caquetae",0,1,0,0
"969","Astroblepus chapmani",0,1,0,0
"970","Astroblepus curitiensis",0,1,0,0
"971","Astroblepus cyclopus",0,1,0,0
"972","Astroblepus dux",0,1,0,0
"973","Astroblepus floridablancaensis",0,1,0,0
"974","Astroblepus grixalvii",0,1,0,0
"975","Astroblepus homodon",0,1,0,0
"976","Astroblepus itae",0,1,0,0
"977","Astroblepus mariae",0,1,0,0
"978","Astroblepus marmoratus",0,1,0,0
"979","Astroblepus micrescens",0,1,0,0
"980","Astroblepus mindoensis",0,1,0,0
"981","Astroblepus nicefori",0,1,0,0
"982","Astroblepus onzagaensis",0,1,0,0
"983","Astroblepus regani",0,1,0,0
"984","Astroblepus santanderensis",0,1,0,0
"985","Astroblepus trifasciatus",0,1,0,0
"986","Astroblepus unifasciatus",0,1,0,0
"987","Astroblepus verai",0,1,0,0
"988","Astrocottus matsubarae",0,1,0,0
"989","Astrocottus regulus",0,1,0,0
"990","Astronesthes chrysophekadion",0,1,0,0
"991","Astronesthes cyaneus",0,1,0,0
"992","Astronesthes gemmifer",0,1,0,0
"993","Astronesthes gibbsi",0,1,0,0
"994","Astronesthes ijimai",0,1,0,0
"995","Astronesthes indicus",0,1,0,0
"996","Astronesthes indopacificus",0,1,0,0
"997","Astronesthes lucifer",0,1,0,0
"998","Astronesthes niger",0,1,0,0
"999","Astronesthes splendidus",0,1,0,0
"1000","Astronesthes trifibulatus",0,1,0,0
"1001","Astronotus ocellatus",0,1,0,0
"1002","Astroscopus guttatus",0,1,0,0
"1003","Astroscopus zephyreus",0,1,0,0
"1004","Astyanax altiparanae",0,1,0,0
"1005","Astyanax aurocaudatus",0,1,0,0
"1006","Astyanax bimaculatus",0,1,0,0
"1007","Astyanax lacustris",0,1,0,0
"1008","Astyanax magdalenae",0,1,0,0
"1009","Astyanax mexicanus",0,1,0,0
"1010","Astyanax microlepis",0,1,0,0
"1011","Astyanax microschemos",0,1,0,0
"1012","Asymbolus rubiginosus",0,1,0,0
"1013","Ateleopus japonicus",0,1,0,0
"1014","Atheresthes evermanni",0,1,0,1
"1015","Atheresthes stomias",0,1,1,1
"1016","Atherina boyeri",0,1,0,0
"1017","Atherina breviceps",0,1,0,0
"1018","Atherina hepsetus",0,1,0,0
"1019","Atherina presbyter",0,1,0,0
"1020","Atherinella panamensis",0,1,0,0
"1021","Atherinomorus endrachtensis",0,1,0,0
"1022","Atherinomorus forskalii",0,1,0,0
"1023","Atherinomorus insularum",0,1,0,0
"1024","Atherinomorus lacunosus",0,1,0,0
"1025","Atherinomorus lineatus",0,1,0,0
"1026","Atherinomorus pinguis",0,1,0,0
"1027","Atherinomorus regina",0,1,0,0
"1028","Atherinomorus stipes",0,1,0,0
"1029","Atherinops affinis",0,1,0,1
"1030","Atherinopsis californiensis",0,1,0,0
"1031","Atherinosoma microstoma",0,1,0,0
"1032","Atherion elymus",0,1,0,0
"1033","Atlantirivulus haraldsiolii",0,1,0,0
"1034","Atlantirivulus janeiroensis",0,1,0,0
"1035","Atlantirivulus luelingi",0,1,0,0
"1036","Atlantirivulus maricensis",0,1,0,0
"1037","Atlantirivulus santensis",0,1,0,0
"1038","Atopodontus adriaensi",0,1,0,0
"1039","Atractoscion aequidens",0,1,0,0
"1040","Atractoscion atelodus",0,1,0,0
"1041","Atractoscion nobilis",0,1,0,0
"1042","Atractosteus spatula",0,1,0,0
"1043","Atractosteus tropicus",0,1,0,0
"1044","Atrobucca nibe",0,1,0,0
"1045","Atrophacanthus japonicus",0,1,0,0
"1046","Atropus atropos",0,1,0,0
"1047","Atrosalarias holomelas",0,1,0,0
"1048","Attonitus bounites",0,1,0,0
"1049","Attonitus ephimeros",0,1,0,0
"1050","Attonitus irisae",0,1,0,0
"1051","Atule mate",0,1,0,0
"1052","Atypichthys strigatus",0,1,0,0
"1053","Auchenionchus microcirrhis",0,1,0,0
"1054","Auchenipterus demerarae",0,1,0,0
"1055","Auchenipterus dentatus",0,1,0,0
"1056","Auchenipterus osteomystax",0,1,0,0
"1057","Aulacocephalus temminckii",0,1,0,0
"1058","Aulichthys japonicus",0,1,0,0
"1059","Aulonocara baenschi",0,1,0,0
"1060","Aulonocara hansbaenschi",0,1,0,0
"1061","Aulonocara hueseri",0,1,0,0
"1062","Aulonocara jacobfreibergi",0,1,0,0
"1063","Aulonocara koningsi",0,1,0,0
"1064","Aulonocara maylandi",0,1,0,0
"1065","Aulonocara nyassae",0,1,0,0
"1066","Aulonocara rostratum",0,1,0,0
"1067","Aulonocara steveni",0,1,0,0
"1068","Aulonocara stuartgranti",0,1,0,0
"1069","Aulopus filamentosus",0,1,0,0
"1070","Aulostomus chinensis",0,1,0,0
"1071","Aulostomus maculatus",0,1,0,0
"1072","Aulotrachichthys prosthemius",0,1,0,0
"1073","Aurigequula fasciata",0,1,0,0
"1074","Australoheros facetus",0,1,0,0
"1075","Austrofundulus guajira",0,1,0,0
"1076","Austrofundulus leohoignei",0,1,0,0
"1077","Austrofundulus leoni",0,1,0,0
"1078","Austrofundulus limnaeus",0,1,0,0
"1079","Austrofundulus rupununi",0,1,0,0
"1080","Austrofundulus transilis",0,1,0,0
"1081","Austroglanis sclateri",0,1,0,0
"1082","Austroglossus microlepis",0,1,0,0
"1083","Austroglossus pectoralis",0,1,0,0
"1084","Austrolabrus maculatus",0,1,0,0
"1085","Austrolebias affinis",0,1,0,0
"1086","Austrolebias alexandri",0,1,0,0
"1087","Austrolebias arachan",0,1,0,0
"1088","Austrolebias bellottii",0,1,0,0
"1089","Austrolebias cheradophilus",0,1,0,0
"1090","Austrolebias cinereus",0,1,0,0
"1091","Austrolebias duraznensis",0,1,0,0
"1092","Austrolebias elongatus",0,1,0,0
"1093","Austrolebias gymnoventris",0,1,0,0
"1094","Austrolebias juanlangi",0,1,0,0
"1095","Austrolebias luteoflammulatus",0,1,0,0
"1096","Austrolebias melanoorus",0,1,0,0
"1097","Austrolebias monstrosus",0,1,0,0
"1098","Austrolebias nigripinnis",0,1,0,0
"1099","Austrolebias patriciae",0,1,0,0
"1100","Austrolebias paucisquama",0,1,0,0
"1101","Austrolebias prognathus",0,1,0,0
"1102","Austrolebias reicherti",0,1,0,0
"1103","Austrolebias toba",0,1,0,0
"1104","Austrolebias vandenbergorum",0,1,0,0
"1105","Austrolebias vazferreirai",0,1,0,0
"1106","Austrolebias viarius",0,1,0,0
"1107","Austrolebias wolterstorffi",0,1,0,0
"1108","Austrolycus depressiceps",0,1,0,0
"1109","Auxis rochei",0,1,0,0
"1110","Auxis thazard",0,1,0,0
"1111","Avocettina infans",0,1,0,1
"1112","Awaous aeneofuscus",0,1,0,0
"1113","Awaous banana",0,1,0,0
"1114","Awaous flavus",0,1,0,0
"1115","Awaous grammepomus",0,1,0,0
"1116","Awaous melanocephalus",0,1,0,0
"1117","Awaous ocellaris",0,1,0,0
"1118","Awaous stamineus",0,1,0,0
"1119","Axoclinus lucillae",0,1,0,0
"1120","Axoclinus nigricaudus",0,1,0,0
"1121","Axoclinus storeyae",0,1,0,0
"1122","Azurina atrilobata",0,1,0,0
"1123","Azurina cyanea",0,1,0,0
"1124","Azurina elerae",0,1,0,0
"1125","Azurina hirundo",0,1,0,0
"1126","Azurina lepidolepis",0,1,0,0
"1127","Azygopus pinnifasciatus",0,1,0,0
"1128","Babka gymnotrachelus",0,1,0,0
"1129","Badis badis",0,1,0,0
"1130","Badis blosyrus",0,1,0,0
"1131","Badis ferrarisi",0,1,0,0
"1132","Badis siamensis",0,1,0,0
"1133","Bagarius yarrelli",0,1,0,0
"1134","Bagre bagre",0,1,0,0
"1135","Bagre marinus",0,1,0,0
"1136","Bagre panamensis",0,1,0,0
"1137","Bagre pinnimaculatus",0,1,0,0
"1138","Bagrichthys majusculus",0,1,0,0
"1139","Bagrichthys obscurus",0,1,0,0
"1140","Bagrus bajad",0,1,0,0
"1141","Bagrus caeruleus",0,1,0,0
"1142","Bagrus docmak",0,1,0,0
"1143","Bairdiella chrysoura",0,1,0,0
"1144","Bairdiella ronchus",0,1,0,0
"1145","Bajacalifornia burragei",0,1,0,0
"1146","Bajacalifornia megalops",0,1,0,1
"1147","Balantiocheilos melanopterus",0,1,0,0
"1148","Balistapus undulatus",0,1,0,0
"1149","Balistes capriscus",0,1,0,0
"1150","Balistes polylepis",0,1,0,0
"1151","Balistes punctatus",0,1,0,0
"1152","Balistes vetula",0,1,0,0
"1153","Balistoides conspicillum",0,1,0,0
"1154","Balistoides viridescens",0,1,0,0
"1155","Balitora brucei",0,1,0,0
"1156","Ballerus ballerus",0,1,0,0
"1157","Ballerus sapa",0,1,0,0
"1158","Bangana dero",0,1,0,0
"1159","Bangana elegans",0,1,0,0
"1160","Bangana rendahli",0,1,0,0
"1161","Banjos banjos",0,1,0,0
"1162","Barathronus roulei",0,1,0,0
"1163","Barbatula barbatula",0,1,0,0
"1164","Barbatula nuda",0,1,0,0
"1165","Barbatula quignardi",0,1,0,0
"1166","Barbatula toni",0,1,0,0
"1167","Barbodes banksi",0,1,0,0
"1168","Barbodes binotatus",0,1,0,0
"1169","Barbodes carnaticus",0,1,0,0
"1170","Barbodes rhombeus",0,1,0,0
"1171","Barbodes semifasciolatus",0,1,0,0
"1172","Barbonymus altus",0,1,0,0
"1173","Barbonymus gonionotus",0,1,0,0
"1174","Barbonymus schwanefeldii",0,1,0,0
"1175","Barbourisia rufa",0,1,0,1
"1176","Barbulifer ceuthoecus",0,1,0,0
"1177","Barbuligobius boehlkei",0,1,0,0
"1178","Barbus barbus",0,1,0,0
"1179","Barbus caninus",0,1,0,0
"1180","Barbus meridionalis",0,1,0,0
"1181","Barbus plebejus",0,1,0,0
"1182","Barilius barila",0,1,0,0
"1183","Barilius vagra",0,1,0,0
"1184","Barryichthys hutchinsi",0,1,0,0
"1185","Bassanago bulbiceps",0,1,0,0
"1186","Bassozetus compressus",0,1,0,0
"1187","Bassozetus glutinosus",0,1,0,0
"1188","Bassozetus robustus",0,1,0,0
"1189","Batasio affinis",0,1,0,0
"1190","Batasio fluviatilis",0,1,0,0
"1191","Batasio tengana",0,1,0,0
"1192","Bathophilus brevis",0,1,0,0
"1193","Bathophilus flemingi",0,1,0,0
"1194","Bathophilus longipinnis",0,1,0,0
"1195","Bathophilus nigerrimus",0,1,0,0
"1196","Bathophilus pawneei",0,1,0,0
"1197","Bathophilus vaillanti",0,1,0,0
"1198","Bathyaethiops caudomaculatus",0,1,0,0
"1199","Bathyagonus alascanus",0,1,0,1
"1200","Bathyagonus infraspinatus",0,1,0,1
"1201","Bathyagonus nigripinnis",0,1,0,1
"1202","Bathyagonus pentacanthus",0,1,0,1
"1203","Bathybates ferox",0,1,0,0
"1204","Bathycallionymus kaianus",0,1,0,0
"1205","Bathycongrus bleekeri",0,1,0,0
"1206","Bathycongrus retrotinctus",0,1,0,0
"1207","Bathycongrus wallacei",0,1,0,0
