seagrass_yes,seagrass_maybe,found_taxa,species,f_bname,comments,ana_cat,depth_range_shallow,depth_range_deep,tide_pools,littoral_zone,sub_littoral,intertidal,oceanic,estuaries,lagoons,stream,lakes,soft_bottom,hard_bottom,sand,silt,mud,sea_grass_beds,macrophyte,coral_reefs,vegetation,boat_hulls,pilings,crevices,burrows,add_rems,habitats_ref,special_habitat_ref,habitat_vegetation,habitat_substrate,habitat_features,ana_cat_lit,el_nino_north,introduced,source,notes,comment_eelgrass
x,NA,Cosmocampus arctus,Cosmocampus arctus,Snubnose pipefish,Adults occur in bay and reef localities among eelgrass and algae.  Also pelagic (Ref. 2850).  Males may be mature at 5.9 cm SL.  Ovoviviparous (Ref. 205).  The male carries the eggs in a brood pouch which is found under the tail (Ref. 205).,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eelgrass,NA,"Shall, sloughs",NA,NA,NA,Lamb & Edgell 2010,Can be pelagic on seaweeds,1
NA,x,Alosa sapidissima,Alosa sapidissima,American shad,"Spends most of its life at sea, returning to freshwater streams to breed (Ref. 27547).  Inhabits open water of large rivers (Ref. 86798). Non-spawning adults are found in schools near the surface of continental shelf waters in spring, summer and fall (Ref. 7135); also found in brackish waters (Ref. 4607).  Newly hatched larvae are found in rivers during the summer; by autumn they enter the sea and remain there until maturity.  Juveniles form schools at 20-30 mm TL and gradually move downstream (Ref. 4639).  Feeds on plankton, mainly copepods and mysids, occasionally on small fishes.  Feeding ceases during upstream spawning migration and resumes during the downstream post-spawning migration (Ref. 1998).  Commercially caught in rivers and estuaries during spawning migration (Ref. 1998).  Utilized fresh, salted, or smoked.  The roe is esteemed.  Eaten pan-fried, broiled, and baked (Ref. 9988).  Possibly to 375 m depth (Ref. 6793).  Parasites found are nematodes, Acanthocephala, copepods and distomes (Ref. 37032).",anadromous,0,250,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Anadromous (Ref. 5951).  Strongly migratory (tagged individuals caught as far as 3000 km from point of release); in rivers, moves up as far as Montreal, but usually not ascending as far upstream as <i>A. pseudoharengus</i>.  Feeds on copepods, other crustacean zooplankters, aquatic insect larvae, especially chironomid larvae (important for young shad in fresh water); ostracods, amphipods, isopods, insects and small fishes in the Bay of Fundy (Ref. 5951).  No feeding during migration up rivers.  Parasites found are nematodes, distomes (trematodes) and acanthocephalans (Ref. 5951).",188,NA,NA,NA,"Open sea, freshwater spawning",Anadromous,NA,"Introduced to Sacramento River 1870, spread to BC and AK by 1900s",Lamb & Edgell 2010,Rapid spread evidence of substantial movement,NA
NA,x,Synchirus gilli,Synchirus gilli,Manacled sculpin,"Found in bays, tide pools and among kelp (Ref. 2850).  Previously thought as rare species, but relatively common in some areas, especially kelp beds (Ref. 2850).  Feeds on small crustaceans (Ref. 6885).  Can cling to bottoms or pilings with its pectoral and pelvic fins (Ref. 2850).",NA,NA,NA,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,NA,2850,NA,"Sea lettuce, kelp, other algae, broad-leafed algae on floats",NA,"Floats, piers, clings to pilings, bays, tidepools",NA,NA,NA,Lamb & Edgell 2010,Mortalities at 13C,2
NA,x,Liparis cyclopus,Liparis cyclopus,Ribbon snailfish,"Occurs from near shore (also in tide pools)  to 183 m depth (Ref. 2850, 51661).",NA,0,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Near shore,NA,NA,NA,Eschmeyer,NA,2
NA,x,Pleuronichthys decurrens,Pleuronichthys decurrens,Curlfin sole,"Commonly found on soft bottom (Ref. 2850).  Feed on brittle stars and nudibranchs (Ref. 27436).  Minimal interest to anglers, usually an incidental catch (Ref. 27436).",NA,8,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Commonly found on soft bottom. Feeds on brittle stars and nudibranchs.,2850,NA,NA,NA,Intertidal to 440m,NA,NA,NA,"Eschmeyer, Mecklenberg 2002 Fishes of Alaska","Usually nearshore shallower than 20m, fished commercially in california",NA
NA,x,Seriphus politus,Seriphus politus,Queen croaker,"Occur inshore, often over sandy bottoms.  Common in bays and tidal sloughs, around pilings.  Moves to deeper water at night (Ref. 9118).  Form schools.  Feed on small shrimps, marine worms and fishes (Ref. 9118).  Pelagic spawners (Ref. 56049).",NA,1,21,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,"Occurs inshore, often over sandy bottoms. Common in bays and tidal sloughs, around pilings. Moves to deeper water at night . Forms schools. Feeds on small shrimps, marine worms and fishes.",9118,NA,NA,Sand bottom,"Inshore, bays, tidal sloughs, pilings",NA,NA,NA,Eschmeyer,NA,2
NA,x,Kyphosus azureus,Kyphosus azureus,Zebra-perch sea chub,Inhabit shallow inshore areas to 8 m depth (Ref. 9310); coastal rocky reefs and reef flats with algal growth (Ref. 95491).  Exclusively herbivorous (Ref. 95491).  Encountered frequently in schools near <i>Abudefduf troschelii</i>.  Pelagic spawner (Ref. 56049).  Also caught with harpoons (Ref. 9310).,NA,0,8,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2850,NA,NA,NA,Shallow inshore areas,NA,NA,NA,Eschmeyer,NA,NA
NA,x,Lycodes brevipes,Lycodes brevipes,Shortfin eelpout,Found on sandy or muddy bottoms (Ref. 2850).,NA,25,973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,Sandy or muddy bottoms,NA,NA,NA,NA,Mecklenberg 2002 Fishes of Alaska,NA,NA
NA,x,Gambusia affinis,Gambusia affinis,Mosquitofish,"Most abundant in lower reaches of streams (Ref. 44091).  Adults inhabit standing to slow-flowing water; most common in vegetated ponds and lakes, backwaters and quiet pools of streams.  Found frequently in brackish water (Ref. 5258).  Pelagic and surface predatory fish (Ref. 94816).  Feed on zooplankton, small insects and detritus (Ref. 5258, 10294).  Used as live food for carnivorous aquarium fishes.  Viviparous (Ref. 5258, 30578).  Effective in mosquito control and widely introduced, but found to compete with indigenous fish and to upset the ecological balance (Ref. 6351).",potamodromous,NA,NA,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,"Inhabits standing to slow-flowing water; most common in vegetated ponds and lakes, backwaters and quiet pools of streams (Ref. 5723).  Most abundant in lower reaches of streams (Ref. 44091).  Frequents brackish water.  Feeds on insects, zooplankton and detritus.  Used as live food for carnivorous aquarium fishes (Ref. 5723).",5723,NA,NA,NA,"Brackish sloughs, salt marsh",NA,NA,"Introduced for mosquito control; 1922 into california from texas, still actively transplanted for mosquito control",Moyle inland fishes of california,"Wide range of environmental conditions, prefer warm temps",NA
NA,x,Myliobatis californica,Myliobatis californica,Bat eagle ray,"Commonly found in sandy and muddy bays and sloughs, also on rocky bottom and in kelp beds (Ref. 2850).  Sometimes buries itself in sand (Ref. 2850).  Found singly or in schools (Ref. 12951).  Feeds on bivalves, snails, polychaetes, shrimps, and crabs (Ref. 9257).  Ovoviviparous (Ref. 50449).  Venomous spine on tail.  Not fished commercially, but shows up as by-catch species (Ref. 9257).",NA,0,108,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,Also in Ref. 9137.,6253,NA,NA,"Sand, muddy, rocky outcrops",NA,NA,NA,NA,Lamb & Edgell 2010,NA,NA
NA,x,Typhlogobius californiensis,Typhlogobius californiensis,Blind goby,"This blind goby is usually found under rocks in shallow water or surf; sandy areas among rocks in kelp beds, and holes in rocks. It occurs from intertidal areas to 15 m depth. It usually spends most of its life inside the burrow of <i>Neotrypaea biffari</i> (formerly known as <i>Callianassa affinis</i> and <i>Callianassa biffari</i>) (Ref. 92840, 123867, 123870) as it is observed along the east Pacific coast of Mexico and USA (Ref. 123865). Juveniles have rudimentary eyes to find a shrimp burrow.  Adults probably never leave the burrow, resulting in the lowest oxygen consumption recorded in FishBase (ver. 05/2018). Monogamous (Ref. 52884).  Oviparous (Ref. 205).  Parents guard the eggs which are found attached to the walls of burrows (Ref. 56079).  Also survives well in captivity.",NA,NA,NA,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4930,NA,Kelp beds,"Under rocks, sandy areas among rocks, holes in rocks, ghost shrimp burrows","Shallow water, surf, intertidal",NA,NA,NA,Eschmeyer,Lives in a ghost shrimp burrow with its host ghost shrimp,NA
NA,x,Scomber japonicus,Scomber japonicus,Chub mackerel,"A coastal pelagic species, to a lesser extent epipelagic to mesopelagic over the continental slope (Ref. 168).  Schooling by size is well developed and initiates at approximately 3 cm (Ref. 168); may also form schools with <i>Sarda chiliensis</i>, <i>Trachurus symmetricus</i> and <i>Sardinops sagax</i> (Ref. 9340).  Adults stay near the bottom during the day; go up to the open water at night,  (Ref. 5377) where they feed on copepods and other crustaceans, fishes and squids (Ref. 168).  They spawn in batches (Ref. 51846).  Eggs and larvae are pelagic (Ref. 6769).  In Asian waters, they move to deeper water and remain inactive during the winter season (Ref. 4576).  Commercially cultured in Japan.  Marketed fresh, frozen, smoked, salted and occasionally canned (Ref. 9684).  Eaten fried, broiled and baked (Ref. 9988).  Used in Chinese medicine (Ref. 12166).",oceanodromous,0,300,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Seasonal migrations may be very extended, the fish in the northern hemisphere moving further northward with increased summer temperatures, and southwards for overwintering and spawning. The reverse pattern generally applies to populations in the southern hemisphere.   Feeds on zooplankton such as copepod, krill and small fish (Ref. 39882, 54164) also on feeds on fish, plants and invertebrates (Ref. 9142).",168,NA,NA,NA,"Pelagic, inshore",Highly migratory,X,NA,Hart,"Threat to juvenile salmon, etc",NA
NA,x,Liparis mucosus,Liparis mucosus,Slimy snailfish,"Occurs from intertidal areas to 15 m depth, but usually not in tide pools (Ref. 2850).",NA,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intertidal, NOT in tide pools",NA,NA,NA,Eschmeyer,NA,2
NA,x,Tridentiger trigonocephalus,Tridentiger trigonocephalus,Chameleon goby,Found in oyster shells and crevices among barnacles and other fouling organisms (Ref. 2850). Oviparous (Ref. 205).  Eggs are deposited in nests which are guarded by the male (Ref. 205).,NA,NA,NA,0,-1,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Found in oyster shells and crevices among barnacles and other fouling organisms (Ref. 2850).  Also found in both mangrove and non-mangrove mudflats (Ref. 125515).,2850,NA,NA,"Oyster shells, crevices among barnacles","Salt, brackish, fresh",NA,NA,"San Francisco Bay and LA harbour, native to china, Siberia, Japan",Eschmeyer,Expect range to expand’,NA
NA,x,Gillichthys mirabilis,Gillichthys mirabilis,Longjaw mudsucker,"Inhabits tidal flats, bays and coastal sloughs.  Prefers mud bottom in shallow water.  Non-emerging air-breather (Ref. 31184).  Oviparous (Ref. 56079).  Males guard the eggs which are found attached to the walls of brood chamber (Ref. 56079).",NA,4,NA,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4930,NA,NA,Mud bottom,"Tidal flats, bays, coastal sloughs",NA,NA,NA,Eschmeyer,NA,NA
NA,x,Cololabis saira,Cololabis saira,Pacific saury,"Adults are generally found offshore, usually near surface, in schools (Ref. 2850).  Juveniles associate with drifting seaweed (Ref. 12114, 12115).  Feed on small crustaceans, and eggs and larvae of fishes.  May glide above the surface of the water when moving away from predators.  Prey of <i>Thunnus alalunga</i> and other scombrids (Ref. 9339).  Oviparous, with larvae neustonic (Ref. 36573).  Eggs are attached to one another and to floating objects via filaments on the shell surface (Ref. 36573).  Utilized dried or salted, canned and frozen; also used for fishmeal and pet food; can be pan-fried and broiled (Ref. 9988).",oceanodromous,0,230,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zooplankton feeder. Also feed on krill and anchovy (Ref. 39882).,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
NA,x,Spirinchus starksi,Spirinchus starksi,Night smelt,Feeds on small shrimp-like crustaceans (Ref. 4563).  Caught during the spawning season (Ref. 2850).,NA,NA,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,Intertidal,NA,NA,NA,NA,Spawns on surf at night,NA
NA,x,Artedius notospilotus,Artedius notospilotus,Bonehead sculpin,Occurs from intertidal areas to 52 m depth (Ref. 96339).  Uncommon species.,NA,1,52,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Occurs from intertidal areas to 52 m depth.,96339,NA,NA,NA,Intertidal,NA,NA,NA,Eschmeyer,Photos in eelgrass on iNat,NA
NA,x,Orthonopias triacis,Orthonopias triacis,Snubnose sculpin,Occurs from intertidal rocky areas to about 30 m depth.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rocky, boulders, shell-hash",Intertidal,NA,NA,NA,NA,NA,NA
NA,x,Menticirrhus undulatus,Menticirrhus undulatus,California kingcroaker,"Occur along sandy shores and in bays, usually in sandy surfs of exposed outer coast.  Usually found in small groups; larger fish are more solitary.  Feed on sand crabs, other small crustaceans, and worms (Ref. 9118).  Spawning begins in July (Ref. 9118).  Pelagic spawners (Ref. 56049).  Cannot produce croaking sounds due to lack of air bladder.  Considered a good food fish and is common in markets (Ref. 9118).",NA,NA,14,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,"Occurs along sandy shores and in bays, usually in sandy surfs of exposed outer coast. Usually found in small groups; larger fish are more solitary. Feeds on sand crabs, other small crustaceans, and worms. Spawning begins in July.",2850,NA,NA,Sandy,"Shores, bays, surf, exposed outer coast",NA,NA,NA,NA,NA,NA
NA,x,Pleuronichthys ritteri,Pleuronichthys ritteri,Spotted turbot,Common in bays (Ref. 9331).,NA,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inshore, bays and lagoons",NA,NA,NA,NA,NA,NA
NA,x,Paraclinus integripinnis,Paraclinus integripinnis,Reef finspot,Inhabits tide pools and rocky areas.  The few stomachs which have been examined contained isopods and amphipods (Ref. 4930).,NA,0,15,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4930,NA,NA,Rocky areas,Tidepools,NA,NA,NA,NA,NA,2
NA,x,Genyonemus lineatus,Genyonemus lineatus,White croaker,"Found over sandy bottoms (Ref. 9118).  Feed on polychaetes, small shrimps, crabs and mollusks (Ref. 9118). Oviparous, multiple pelagic spawner (Ref. 51256).",NA,NA,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Caught from piers and boats, inshore",NA,x,NA,NA,"North during warm water events/el nino, only croaker (+ a nobilis, white seabass) north of central california, only 1 BC records, rare north of california",2
NA,NA,Rhinichthys cataractae,Rhinichthys cataractae,Longnose dace,"Inhabits rubble and gravel riffles (sometimes runs and pools) of fast creeks and small to medium rivers as well as rocky shores of lakes (Ref. 5723, 86798).  Young up to 4 months are pelagic (Ref. 1998).  Form schools (Ref. 1998).  Feeds on mayflies, blackflies, and midges (Ref. 1998).  Spawns over pits in loose gravel substrate (Ref. 51972).  Widely used as bait in the USA (Ref. 1998).  Artificially propagated in Minnesota, USA in long narrow ponds having weak water flow (Ref. 1998).",NA,NA,NA,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,"Inhabit very turbulent waters; also occur inshore waters of lakes; in warm lakes, may move offshore into deep water during the heat of summer; may eat fish eggs (Ref 1998).  Young up to 4 months are pelagic (Ref. 1998).  Form schools (Ref. 1998).  Insectivorous (Ref. 10294, 54729).  Feed on mayflies, blackflies, and midges (Ref. 1998, 10294).",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,x,Agonopsis vulsa,Agonopsis vulsa,Northern spearnose poacher,NA,NA,0,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandy bottoms adjacent to rocky outcroppings and cliffs,NA,NA,NA,NA,"Eschmeyer, Lamb & Edgell 2010","Motionless on bottom, juveniles go towards lights at night",NA
x,x,Syngnathus auliscus,Syngnathus auliscus,Barred pipefish,"Usually found among vegetation in bays and estuaries, occasionally among floating <i>Sargassum</i> sp.  Ovoviviparous (Ref. 205).  The male carries the eggs in a brood pouch which is found under the tail (Ref. 205).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eelgrass,NA,"Shallow bays, lagoons",NA,NA,NA,NA,NA,2
NA,x,Clinocottus analis,Clinocottus analis,Woolly sculpin,A resident intertidal species with homing behavior (Ref. 32612).  Often among intertidal algae.  May leave tide pools if aquatic conditions become inhospitable (Ref. 31184).  Breathes air when out of water (Ref. 31184).,non-migratory,0,18,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Permanent tidepool resident , occupies the upper intertidal pools during cool hours and remains in lower pools during periods when temperature becomes stressful (Ref. 45794).   Often among intertidal algae.  May leave tide pools if aquatic conditions become inhospitable (Ref. 31184).  Breathes air when out of water (Ref. 31184).",45794,NA,Intertidal algae,NA,tidepools,NA,NA,NA,"Eschmeyer, Lamb & Edgell 2010, Hart",NA,2
NA,x,Bodianus pulcher,Bodianus pulcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kelp,Rocky bottom,Intertidal,NA,NA,NA,"Eschmeyer, Lamb & Edgell 2010, Hart",NA,NA
NA,x,Gobiesox rhessodon,Gobiesox rhessodon,California clingfish,"Found in intertidal and shallow subtidal areas (Ref. 36496).  Oviparous, with planktonic larvae (Ref. 36496).  Eggs are attached under rocks and cobble and guarded by a parent (Ref. 36496).",NA,0,11,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Found in intertidal and shallow subtidal areas (Ref. 36496).  Oviparous, with planktonic larvae (Ref. 36496).  Eggs are attached under rocks and cobble and guarded by a parent (Ref. 36496).",51579,NA,NA,NA,Intertidal,NA,NA,NA,NA,NA,NA
NA,x,Cynoscion parvipinnis,Cynoscion parvipinnis,Shortfin weakfish,Inhabits shallow inshore sandy areas (Ref. 9118).  Feeds mainly on small fishes (Ref. 9118).,NA,NA,NA,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,Inhabits shallow inshore sandy areas. Feeds mainly on small fishes.,9118,NA,NA,Sandy,Shallow inshore,NA,NA,NA,NA,Rare north of Baja California,NA
NA,x,Albula pacifica,Albula pacifica,Pacific shafted bonefish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sand, mud flats","Inshore, bays, estuaries",NA,NA,NA,"Eschmeyer, Lamb & Edgell 2010, Hart",NA,NA
